appY,appC,1
appY,yccB,1
appY,appB,1
appY,hyaF,1
appY,hyaE,1
appY,hyaD,1
appY,hyaC,1
appY,hyaB,1
appY,hyaA,1
appY,appA,1
arcA,fumB,1
arcA,fumC,-1
arcA,gltA,-1
arcA,hemA,1
arcA,hyaA,1
arcA,hyaB,1
arcA,hyaC,1
arcA,hyaD,1
arcA,hyaE,1
arcA,hyaF,1
arcA,rpoS,-1
arcA,mdh,-1
arcA,ndh,1
arcA,oppA,-1
arcA,oppB,-1
arcA,oppC,-1
arcA,oppD,-1
arcA,oppF,-1
arcA,pflB,1
arcA,prfA,1
arcA,nuoH,-1
arcA,nuoI,-1
arcA,nuoJ,-1
arcA,nuoK,-1
arcA,nuoL,-1
arcA,nuoN,-1
arcA,gadX,1
arcA,prmC,1
arcA,puuR,-1
arcA,caiE,1
arcA,glcB,-1
arcA,xylR,1
arcA,gadA,1
arcA,glcF,-1
arcA,rutG,1
arcA,rutF,1
arcA,rutE,1
arcA,rutD,1
arcA,rutC,1
arcA,rutB,1
arcA,rutA,1
arcA,glcA,-1
arcA,glcG,-1
arcA,glcE,-1
arcA,glcD,-1
arcA,hybO,-1
arcA,yccB,1
arcA,appA,1
arcA,betA,-1
arcA,betB,-1
arcA,betI,-1
arcA,betT,-1
arcA,cadA,-1
arcA,cadB,-1
arcA,ptsG,-1
arcA,sodA,-1
arcA,sucA,-1
arcA,sucB,1
arcA,sucC,-1
arcA,sucD,1
arcA,focA,1
arcA,ubiC,-1
arcA,ubiA,-1
arcA,appB,1
arcA,appC,1
arcA,caiD,1
arcA,caiC,1
arcA,caiB,1
arcA,caiA,1
arcA,caiT,1
arcA,nuoM,-1
arcA,nuoF,-1
arcA,hybA,-1
arcA,hybB,-1
arcA,hybC,-1
arcA,hybD,-1
arcA,hybE,-1
arcA,hybF,-1
arcA,hybG,-1
arcA,lldP,-1
arcA,lldR,-1
arcA,lldD,-1
arcA,nuoA,-1
arcA,nuoB,-1
arcA,nuoC,-1
arcA,nuoE,-1
arcA,nuoG,-1
atoC,atoD,1
atoC,atoA,1
atoC,atoE,1
atoC,atoB,1
baeR,mdtC,1
baeR,mdtB,1
baeR,mdtA,1
baeR,spy,1
baeR,mdtD,1
baeR,baeS,1
baeR,acrD,1
betI,betT,-1
betI,betB,-1
betI,betA,-1
bglJ,bglG,1
bglJ,bglF,1
bglJ,bglB,1
cadC,cadB,1
cadC,cadA,1
caiF,caiA,1
caiF,caiT,1
caiF,caiE,1
caiF,caiB,1
caiF,caiC,1
caiF,caiD,1
cpxR,lpxD,1
cpxR,hlpA,1
cpxR,degP,1
cpxR,lpxA,1
cpxR,motA,-1
cpxR,ompC,1
cpxR,ompF,-1
cpxR,smpA,-1
cpxR,dsbC,1
cpxR,yccA,1
cpxR,fabZ,1
cpxR,csgA,-1
cpxR,baeS,1
cpxR,baeR,1
cpxR,bacA,1
cpxR,mdtD,1
cpxR,rseA,-1
cpxR,csgG,-1
cpxR,csgF,-1
cpxR,csgE,-1
cpxR,csgD,-1
cpxR,csgB,-1
cpxR,csgC,-1
cpxR,ycfS,1
cpxR,spy,1
cpxR,ftnB,1
cpxR,mdtA,1
cpxR,mdtB,1
cpxR,mdtC,1
cpxR,rseC,-1
cpxR,acrD,1
csgD,csgF,1
csgD,csgG,1
csgD,csgB,1
csgD,csgC,1
csgD,csgE,1
csgD,csgA,1
cspA,hns,1
dcuR,fumB,1
dgsA,malT,-1
dgsA,ptsG,-1
evgA,mdtF,1
evgA,ydeO,1
evgA,frc,1
evgA,mdtE,1
evgA,evgS,1
evgA,acrD,1
evgA,gadE,1
feaR,feaB,1
fhlA,hycI,1
fhlA,hycA,1
fhlA,hycB,1
fhlA,hycC,1
fhlA,hycD,1
fhlA,hycE,1
fhlA,hycF,1
fhlA,hycG,1
fhlA,hycH,1
fhlA,hypA,1
fhlA,hypB,1
fhlA,hypC,1
fhlA,hypD,1
fhlA,hypE,1
fhlA,hypF,1
fhlA,hydN,1
fhlA,hyfR,1
fis,hns,1
fis,hyaA,-1
fis,hyaB,-1
fis,hyaC,-1
fis,hyaD,-1
fis,hyaE,-1
fis,hyaF,-1
fis,katE,-1
fis,ksgA,1
fis,osmY,-1
fis,dps,-1
fis,marA,1
fis,marR,1
fis,acs,-1
fis,gadB,-1
fis,sra,1
fis,marB,1
fis,nuoM,1
fis,nuoF,1
fis,nrfA,-1
fis,actP,-1
fis,yjcH,-1
fis,nrfB,-1
fis,nrfC,-1
fis,nrfD,-1
fis,nrfE,-1
fis,nrfF,-1
fis,nrfG,-1
fis,mtlR,-1
fis,nuoA,1
fis,nuoB,1
fis,nuoC,1
fis,nuoE,1
fis,nuoG,1
fis,nuoH,1
fis,nuoI,1
fis,nuoJ,1
fis,nuoK,1
fis,nuoL,1
fis,osmE,-1
fis,apaH,1
fis,bglB,-1
fis,bglF,-1
fis,bglG,-1
fis,carA,1
fis,carB,1
fis,dmsA,-1
fis,dmsB,-1
fis,dmsC,-1
fis,fumB,-1
fis,glnQ,-1
fis,leuQ,1
fis,leuV,1
fis,leuW,1
fis,metT,1
fis,pheU,1
fis,rrfA,1
fis,rrfB,1
fis,rrfC,1
fis,rrfD,1
fis,rrfE,1
fis,rrfG,1
fis,rrfH,1
fis,rrlA,1
fis,rrlB,1
fis,rrlC,1
fis,rrlD,1
fis,rrlE,1
fis,rrlG,1
fis,rrlH,1
fis,rrsA,1
fis,narG,-1
fis,narH,-1
fis,narI,-1
fis,narJ,-1
fis,narK,-1
fis,ndh,1
fis,ogt,-1
fis,pflB,-1
fis,ptsG,1
fis,pyrD,-1
fis,tufB,1
fis,dusB,-1
fis,rrsB,1
fis,rrsC,1
fis,rrsD,1
fis,rrsE,1
fis,rrsG,1
fis,rrsH,1
fis,rrfF,1
fis,serT,1
fis,thrT,1
fis,thrV,1
fis,thrW,1
fis,gadA,-1
fis,gadC,-1
fis,flxA,1
fis,yoaG,-1
fis,yeaR,-1
fis,ygjG,1
fis,nuoN,1
fis,gadX,-1
fis,xylR,-1
fis,alaT,1
fis,alaU,1
fis,alaV,1
fis,alaW,1
fis,argU,1
fis,argX,1
