,1,2,3,4,5,6,7,8,9,10
G937,26.0,18.0,101.0,127.0,53.0,24.0,50.0,30.0,46.0,30.0
G938,2.91,6.55,3.0,3.49,5.0,8.34,2.0,3.0,1.64,5.27
G939,1516.0,592.0,997.0,1427.0,844.0,3490.0,2606.0,1569.0,1484.0,1789.0
G940,290.0,154.0,603.0,462.0,292.0,273.0,1101.0,2282.0,1735.0,510.0
G941,770.0,805.0,750.0,934.0,1275.0,1019.0,719.0,746.0,912.0,710.0
G942,821.0,819.0,1010.0,854.0,783.0,518.0,1021.0,2166.0,833.0,860.0
G943,31.0,1.0,59.0,23.0,29.0,3.0,43.0,17.0,26.0,7.0
G944,3.6,5.09,4.5,6.37,1.85,8.51,3.3,9.05,9.27,1.88
G945,2108.9,1538.0,1795.0,2235.94,2056.0,1369.83,2274.0,2409.72,2548.0,1455.95
G946,7.0,8.18,3.0,4.0,5.0,6.87,12.0,15.0,8.0,1.0
G947,2.0,3.27,7.0,4.0,5.0,8.35,1.0,2.98,3.0,4.84
G948,1842.0,8116.0,3897.0,7588.0,21467.44,4257.0,918.0,1602.0,400.0,115.0
G949,3.0,2.45,7.24,2.0,5.63,1.0,7.25,9.56,4.54,5.06
G950,10.0,9.0,126.0,56.0,41.0,215.0,88.0,90.0,52.0,102.0
G951,971.08,327.4,985.23,1180.81,947.19,241.76,1371.66,720.66,628.39,1028.9
G952,339.0,180.0,263.0,485.0,389.0,373.0,489.0,836.0,513.0,311.0
G953,34.0,23.0,48.0,61.0,36.0,235.0,52.0,106.0,77.39,92.0
G954,19.0,8.0,95.0,36.0,38.0,9.0,71.0,10.0,30.0,20.0
G955,72.0,44.0,631.0,254.0,223.0,1735.0,330.0,385.0,268.0,1.28
G956,89.0,147.0,222.0,298.0,184.0,200.0,289.0,281.0,289.0,240.0
G957,1.0,1.77,1.0,5.0,4.0,4.49,3.0,1.0,9.0,7.14
G958,592.06,1561.84,1068.95,1039.37,1587.59,1513.74,798.32,1344.54,458.27,663.62
G959,40.0,8.0,44.0,58.0,40.0,21.0,147.0,13.0,17.0,5.0
G960,13.83,8.39,38.76,33.0,24.0,100.91,4.0,24.0,15.0,32.56
G961,194.52,187.69,285.86,251.79,275.0,721.39,280.18,342.0,213.0,263.39
G962,3241.0,719.0,2339.0,1531.0,474.0,5611.0,2542.0,1203.0,5637.0,4786.0
G963,7442.0,4192.0,3129.0,873.0,2639.0,350.0,3330.0,70.0,1739.0,680.0
G964,533.0,540.0,642.0,870.0,700.0,1171.0,719.0,802.0,783.0,805.0
G965,2.0,4.44,3.42,2.0,2.14,7.0,2.12,1.0,7.37,2.34
G966,501.0,398.0,618.0,605.0,615.0,707.0,383.0,583.0,307.0,556.0
G967,104.0,80.0,135.0,143.0,124.0,240.0,159.0,157.0,77.0,291.0
G968,6.64,9.76,6.7,7.32,2.97,3.92,7.45,5.88,3.0,36.55
G969,77.0,124.0,309.0,96.0,96.0,61.0,257.0,49.0,243.0,1826.0
G970,4.39,1.0,2.0,1.0,2.0,2.08,5.88,6.11,1.0,4.89
G971,67.0,49.0,134.0,114.0,82.0,179.0,108.0,413.0,85.0,319.0
G972,10.0,4.0,64.0,78.0,35.0,4.0,58.0,20.0,27.0,14.0
G973,252.59,286.31,570.03,667.0,408.16,524.63,593.18,425.94,419.11,870.98
G974,410.0,245.0,912.0,1944.0,1389.0,42.0,882.0,544.0,1193.0,914.0
G975,82.0,90.0,130.0,93.0,180.0,93.0,78.0,128.0,59.0,80.0
G976,2.62,2.62,1.46,8.81,7.18,40.71,6.24,5.16,8.52,24.0
G977,123.0,102.0,196.0,127.0,124.0,161.0,132.0,269.0,93.0,189.0
G978,908.0,921.0,2501.0,2353.0,1301.0,3823.0,2874.0,2670.0,1551.0,3013.0
G979,2.6,8.35,2.0,5.0,1.0,1.0,4.01,1.0,5.24,8.16
G980,50.87,53.11,205.5,158.18,123.26,337.63,151.13,281.26,149.63,129.25
G981,6.0,3.0,99.0,122.0,85.0,2.0,98.0,4.0,26.0,24.0
G982,373.13,122.89,591.5,534.82,351.74,1070.37,784.87,1241.74,564.37,591.75
G983,912.0,1253.0,1320.0,1255.0,983.0,2476.0,1214.0,1615.0,641.0,1378.0
G984,575.0,572.0,788.0,996.28,950.56,675.55,761.71,685.7,939.29,775.69
G985,316.59,281.0,484.43,546.0,365.82,825.45,677.56,623.0,347.0,742.0
G986,81.86,73.0,215.29,234.37,176.35,148.21,159.52,164.57,134.31,116.08
G987,214.6,226.07,632.46,429.94,353.14,1633.49,364.56,438.47,193.11,483.31
G988,313.0,343.0,608.0,385.0,315.94,617.5,541.0,438.0,391.0,1189.0
G989,130.0,125.0,290.0,146.0,181.0,343.0,177.0,301.0,113.0,275.0
G990,5.3,1.66,16.0,3.05,5.33,42.0,5.52,7.47,6.52,37.0
G991,33.0,5.0,108.0,50.0,44.0,172.0,255.0,50.0,92.0,127.0
G992,1417.0,1795.0,2746.0,2078.0,1862.0,1932.0,2193.0,2275.0,956.0,8235.0
G993,65.0,56.0,143.0,247.0,145.0,225.0,219.0,225.0,122.0,172.0
G994,9.39,1.13,3.33,1.0,7.38,5.79,6.27,1.53,7.72,6.37
G995,53.0,44.0,93.0,56.0,49.0,134.0,46.0,94.0,14.0,113.0
G996,3.98,6.3,9.57,2.0,1.97,1.17,7.3,4.0,7.38,3.6
G997,179.0,85.0,493.0,283.0,227.0,59.0,540.0,183.0,177.0,75.0
G998,147.87,113.98,193.56,186.11,147.62,193.18,208.85,228.32,116.89,188.87
G999,427.0,413.0,886.0,868.0,843.0,1400.0,1006.0,1152.0,1073.0,1411.0
G1000,492.0,1435.0,424.0,527.0,430.0,883.0,292.0,298.0,327.0,426.0
G1001,158.0,97.0,238.0,198.0,177.0,203.0,316.0,181.0,184.0,314.0
G1002,5283.0,5200.0,3988.0,5017.0,5081.0,4094.0,6449.0,2643.0,3759.0,11880.0
G1003,182.0,224.0,235.0,181.0,175.0,463.0,151.0,242.0,92.0,342.0
G1004,3669.0,4290.0,4866.0,3907.0,4027.0,1548.0,10645.0,1939.0,7566.0,5181.0
G1005,50.0,129.0,214.0,177.0,77.0,138.0,267.0,231.0,74.0,163.0
G1006,2378.0,2202.0,3033.0,3167.0,2453.0,3903.0,3690.99,3938.0,3044.0,2169.0
G1007,36.82,2.0,2.0,4.2,6.31,2.0,13.0,3.21,5.09,5.13
G1008,44.23,52.0,95.98,222.13,153.15,328.88,177.64,91.69,100.43,126.18
G1009,2.0,2.0,18.0,2.0,2.0,3.0,33.0,43.0,21.0,1.18
G1010,52.0,28.0,318.0,108.0,123.0,216.0,236.0,417.0,123.0,418.0
G1011,185.0,163.0,19.0,65.0,36.0,3.73,87.0,113.0,108.0,7.0
G1012,192.0,316.0,613.0,332.0,392.0,1038.0,157.0,433.0,83.0,516.0
G1013,90.0,100.0,206.0,252.0,109.0,169.0,127.0,175.0,141.0,199.0
G1014,1.0,2.08,14.0,2.0,7.39,4.0,3.0,8.0,1.06,5.0
G1015,6.12,9.35,9.8,5.68,8.0,55.0,7.0,13.0,4.0,124.0
G1016,843.0,454.0,578.0,1011.0,759.0,1037.0,743.0,928.0,711.0,1263.0
G1017,12.0,21.0,81.0,39.0,27.0,184.0,61.0,188.0,37.0,262.0
G1018,34.01,51.01,78.0,27.0,55.02,13.0,92.0,41.0,88.0,40.0
G1019,2.0,150.0,33.0,25.0,8.0,362.0,19.0,205.0,10.0,21.0
G1020,8.43,7.17,4.25,8.34,9.69,4.3,6.73,7.81,4.43,6.19
G1021,4.0,1.0,3.0,6.32,2.17,2.0,6.0,8.0,18.0,7.0
G1022,1.0,4.05,17.0,17.0,7.0,19.0,5.0,62.0,1.0,61.0
G1023,1348.0,669.0,256.0,916.0,737.0,1051.0,1235.0,137.0,576.0,45.0
G1024,383.41,174.98,965.96,1159.08,358.87,2982.94,606.33,795.44,232.97,939.93
G1025,57.0,34.0,39.0,58.0,65.0,78.0,110.0,59.0,104.0,24.0
G1026,156.0,187.0,193.0,357.0,238.0,1054.0,281.0,244.94,150.0,278.0
G1027,1178.0,839.0,1652.0,1858.0,1780.0,1851.0,1812.0,1738.0,2107.0,2355.0
G1028,19.0,6.0,31.0,45.0,16.0,27.0,21.0,32.0,15.0,40.0
G1029,154.0,246.0,269.0,231.0,205.0,187.0,274.0,416.0,91.0,523.0
G1030,242.0,347.0,430.0,324.0,309.0,545.0,335.0,308.0,273.0,541.0
G1031,14.0,16.0,12.0,13.04,8.0,37.34,12.0,17.03,13.0,18.06
G1032,1778.0,3955.0,2189.0,2504.0,2535.0,2142.0,2315.0,1058.0,790.0,4549.0
G1033,1103.52,1250.16,2293.0,1518.0,1225.0,929.68,1601.0,1338.82,813.0,2454.07
G1034,205.0,230.1,277.0,301.63,294.0,524.0,251.02,189.0,147.0,493.0
G1035,76.0,64.0,224.0,150.0,146.0,32.0,265.0,79.0,189.0,28.0
G1036,165.0,123.19,249.68,211.0,238.0,278.7,248.0,255.53,224.0,177.0
G1037,2084.0,1672.0,13913.0,3361.0,1966.0,14464.0,5209.0,3282.0,1797.0,10672.0
G1038,55.0,105.43,76.0,112.89,151.0,19.0,89.0,19.0,78.0,24.0
G1039,5554.0,5469.0,4091.0,6290.0,5028.0,4624.0,6035.0,3375.0,4902.0,7616.0
G1040,4449.0,2013.0,857.0,655.0,1172.0,588.0,1563.0,968.0,2983.0,1053.0
G1041,35475.0,76313.0,35999.0,68749.0,47825.0,100125.0,54464.0,66402.0,26694.0,84398.0
G1042,338.0,3019.0,489.0,474.0,711.0,829.0,1053.0,244.0,1151.0,850.0
G1043,22.0,38.0,15.0,63.0,11.0,1460.17,36.0,23.0,39.0,1.0
G1044,1440.0,1144.0,2120.0,4443.0,3295.0,195.0,2680.0,1411.0,641.0,1141.0
G1045,198.0,143.0,365.0,241.0,295.0,388.0,275.0,250.0,305.0,105.0
G1046,8.64,4.43,4.86,2.0,7.23,1.0,1.0,6.0,2.0,2.0
G1047,1535.79,1392.24,3288.23,2881.88,2108.21,5312.99,3738.44,3853.62,3397.74,2966.63
G1048,5.0,4.0,16.0,20.0,22.0,51.0,357.0,15.0,71.0,3.77
G1049,455.0,108.0,521.0,542.0,233.0,1147.0,1029.0,2036.0,2019.0,1269.0
G1050,2953.0,2640.0,2028.0,1537.0,1642.0,1507.0,2904.0,2929.0,4235.0,2946.0
G1051,12703.0,4348.0,8048.0,56207.0,14284.0,14537.0,7033.0,327230.0,13764.0,363.0
G1052,26475.0,104273.0,14373.79,44426.95,31228.7,214416.99,31021.0,5000.0,2549.0,19194.0
G1053,98.0,120.0,208.0,200.0,171.0,189.0,199.0,219.0,149.0,338.0
G1054,10.0,4.0,26.0,30.0,8.0,5.0,24.0,2.0,11.0,1.53
G1055,13911.0,26157.0,4379.0,7592.0,10382.0,11793.0,23824.0,6250.0,5476.0,2575.0
G1056,593.0,520.0,1166.0,1033.0,933.0,1798.0,1240.0,1988.0,943.0,1868.0
G1057,125.0,189.0,164.0,243.0,197.0,518.0,133.0,428.0,94.0,224.0
G1058,225.0,192.0,504.0,569.0,482.0,327.0,467.0,874.0,594.0,675.0
G1059,7.89,17.0,10.0,17.0,7.0,335.0,2.0,310.0,2.0,22.0
G1060,1.0,1.39,2.0,2.0,1.0,1.29,3.28,6.98,4.11,3.42
G1061,2180.0,3106.0,2178.0,2607.0,2784.0,1881.0,1773.0,620.0,1189.0,1969.0
G1062,619.0,490.0,609.0,264.0,317.0,1029.0,789.0,169.0,772.0,1192.0
G1063,166.5,46.0,127.0,307.15,111.02,40.0,271.0,104.0,223.11,69.0
G1064,6.0,4.0,1.95,17.87,7.73,46.39,15.21,1.0,19.0,2.0
G1065,3674.0,10004.0,4196.0,8740.98,6601.99,3290.44,5501.0,4596.0,3161.0,17214.92
G1066,85.0,45.0,151.0,163.0,139.0,176.0,194.0,67.0,308.0,65.0
G1067,9.0,5.51,87.0,84.0,63.0,26.0,105.0,11.0,45.0,159.0
G1068,81.0,89.0,211.0,206.0,194.0,289.0,227.0,215.0,169.0,230.0
G1069,31.0,10.0,180.99,149.0,83.0,57.0,164.86,128.0,80.0,81.0
G1070,272.0,272.0,528.0,389.15,350.0,1204.33,551.0,425.37,325.0,632.25
G1071,388.07,232.0,938.0,566.06,601.06,1511.26,612.08,811.11,428.0,713.0
G1072,3406.0,8826.0,2766.0,5727.0,2222.0,3493.0,2966.0,2007.0,1313.0,5629.0
G1073,3.17,3.31,5.64,1.59,8.61,1.63,4.34,3.7,2.77,6.1
G1074,1.75,2.1,4.97,1.97,1.18,6.83,1.62,8.1,8.27,7.08
G1075,29.0,38.0,340.0,178.0,77.0,631.0,138.0,2922.0,83.0,1182.0
G1076,276.0,247.0,507.0,564.0,395.0,1035.0,438.0,578.0,324.0,385.0
G1077,189.68,173.0,424.72,336.0,291.8,709.61,661.94,547.84,287.49,533.44
G1078,69.56,28.28,189.63,238.66,129.23,247.72,212.84,214.65,129.05,242.37
G1079,699.0,674.0,1049.0,753.0,791.0,1549.0,219.0,1052.0,259.0,1067.0
G1080,2.12,1.15,7.54,7.7,6.23,8.59,7.68,7.21,3.36,2.7
G1081,946.0,1078.0,465.0,1483.0,2126.0,90.0,353.0,721.0,250.0,157.0
G1082,6.45,3.96,1.64,8.8,8.92,4.95,3.81,3.0,8.61,4.56
G1083,181.0,52.0,902.0,791.0,270.0,85.0,945.0,1104.0,652.0,376.0
G1084,202.0,158.0,145.0,249.0,174.0,198.0,166.0,141.0,212.0,146.0
G1085,80.0,117.0,287.0,96.0,132.0,143.0,88.0,275.0,106.0,225.0
G1086,402.41,213.68,230.06,242.91,200.2,582.39,147.88,258.71,111.69,439.86
G1087,184.0,137.0,240.0,414.0,259.0,203.0,291.0,283.0,142.0,484.99
G1088,499.0,168.0,575.0,1698.0,840.0,156.0,668.0,127.0,352.0,841.0
G1089,664.0,476.0,394.0,168.0,460.0,385.0,273.0,194.0,361.0,257.0
G1090,451.0,468.0,551.0,514.0,448.0,284.0,409.0,594.0,333.0,926.0
G1091,5613.0,10688.0,4363.0,8150.0,5218.0,25993.0,6297.0,3243.0,2687.0,8800.0
G1092,65.0,95.0,64.0,198.0,69.0,177.0,173.0,82.0,116.0,64.0
G1093,175.0,131.0,286.0,170.0,220.0,635.0,246.0,251.0,151.0,275.0
G1094,125.0,162.0,413.0,263.0,186.0,572.0,285.0,617.0,62.0,1516.0
G1095,1.66,1.0,9.89,5.0,1.0,8.34,3.0,7.57,1.0,1.0
G1096,115.0,56.0,319.0,143.0,162.0,289.0,401.0,523.0,295.0,137.0
G1097,4036.0,2158.0,8114.0,1291.0,383.0,17167.0,19301.0,57129.0,15439.0,17.0
G1098,5042.0,6686.0,7599.0,4605.0,6382.0,7820.0,5813.0,2883.0,1567.0,7867.0
G1099,105.0,150.0,240.0,179.0,144.0,113.0,226.0,134.0,148.0,121.0
G1100,155.0,178.0,116.0,195.0,161.0,114.0,226.0,126.0,166.0,86.0
G1101,73.0,40.0,33.0,37.0,45.0,2.07,78.0,5.0,67.0,78.0
G1102,602.0,609.0,1011.0,1506.0,909.0,3101.0,1609.0,784.0,1243.0,597.0
G1103,554.0,1980.0,1198.0,1944.0,2100.0,2971.0,5279.0,2718.0,2301.0,25.0
G1104,4.02,6.99,2.7,2.82,9.13,4.27,1.0,9.23,3.0,3.12
G1105,7.33,7.65,9.72,4.78,9.96,4.49,4.17,8.1,8.91,9.46
G1106,116.0,101.0,278.0,814.0,576.0,459.0,303.0,131.0,84.0,158.0
G1107,40.0,96.0,126.0,34.0,8.0,65.0,38.0,759.0,12.0,54.0
G1108,9.0,16.0,25.0,26.0,21.0,21.0,13.0,19.0,10.0,22.0
G1109,25020.0,31929.0,30117.0,25849.0,20908.0,25479.0,36481.0,20239.0,21731.0,20781.0
G1110,1.0,8.0,3.0,2.0,6.0,43.0,19.0,6.78,1.0,1.0
G1111,23.0,35.0,44.0,52.0,54.0,77.0,47.0,111.0,16.0,125.0
G1112,12.0,4.93,19.0,80.0,31.0,1197.0,70.0,48.0,30.0,513.0
G1113,9.0,4.0,53.0,66.0,18.0,115.0,64.0,89.0,28.0,12.0
G1114,236.0,381.0,188.0,256.0,280.0,153.0,191.0,213.0,305.0,103.0
G1115,605.0,745.0,1105.0,814.0,706.0,2442.0,911.0,1708.0,420.0,1190.0
G1116,37.38,33.0,56.38,167.0,110.3,44.0,52.0,43.0,174.0,79.0
G1117,1403.0,1663.25,2398.25,1884.81,1639.31,2286.69,2088.97,1608.96,1360.18,1785.93
G1118,2.0,6.0,5.0,2.0,8.34,5.0,5.0,1.6,2.0,5.36
G1119,191.0,156.3,129.0,135.0,173.0,148.0,180.04,171.0,137.0,229.0
G1120,41.94,32.15,196.12,68.14,58.24,65.6,95.75,89.91,82.11,71.51
G1121,38.0,46.0,136.0,66.0,74.0,124.0,72.0,94.0,43.0,327.0
G1122,96.0,135.0,228.9,193.01,165.0,277.96,153.0,436.0,72.0,359.96
G1123,188.0,277.0,356.0,417.0,260.0,695.0,380.0,626.0,215.0,413.0
G1124,8.41,9.15,7.79,4.21,9.13,2.0,1.66,7.01,6.96,3.0
G1125,361.0,429.0,866.0,1185.0,629.0,923.0,869.0,673.0,482.0,1011.0
G1126,5.0,34.0,161.0,61.0,20.0,172.0,42.0,558.0,5.0,879.0
G1127,218.0,184.0,320.0,218.0,235.0,271.12,201.0,421.0,244.0,167.42
G1128,2510.59,1742.8,2406.06,1757.83,2129.92,1573.65,5183.58,1869.91,4339.52,1301.38
G1129,5.0,4.79,3.0,4.15,2.0,1.27,1.0,8.47,7.28,2.0
G1130,9.94,8.55,1362.16,2467.87,4157.52,2812.32,1891.59,1168.85,648.0,48.75
G1131,7.16,3.65,7.64,1.15,1.0,5.0,8.6,3.0,3.18,1.0
G1132,6.0,9.99,7.82,9.98,3.91,6.49,8.15,7.67,8.04,7.57
G1133,11.0,13.0,118.0,60.0,111.0,3.0,250.46,16.0,157.0,4.0
G1134,86.0,16.0,95.0,91.0,105.0,39.0,614.0,291.0,231.0,330.0
G1135,10108.0,19320.0,8183.0,10415.0,11969.0,11360.0,10830.0,7000.0,1710.0,4717.0
G1136,39.78,43.09,83.3,102.45,82.67,73.12,133.03,98.78,102.69,32.71
G1137,396.0,475.0,998.29,649.75,519.0,1428.98,744.0,790.0,375.0,967.0
G1138,347.51,455.51,1114.62,669.66,756.38,807.49,767.12,1298.38,607.89,426.93
G1139,16.0,2.0,21.0,44.0,20.0,7.0,18.0,17.0,22.0,11.0
G1140,165.0,191.0,67.0,121.0,193.0,54.0,174.0,322.0,263.0,40.0
G1141,33.0,33.0,72.0,500.0,296.0,28.0,62.0,21.0,24.0,57.0
G1142,4.0,5.7,30.0,2.0,27.0,7.98,4.0,134.0,6.48,2.0
G1143,4004.97,5590.97,5943.05,5047.12,3581.18,22134.26,8366.07,5869.89,4190.99,6269.65
G1144,324.84,348.96,8179.42,841.88,519.54,33122.68,1225.65,3908.16,217.89,1298.08
G1145,1699.0,2495.0,1389.0,848.0,523.0,533.0,386.0,914.0,809.0,1522.0
G1146,107.0,121.0,228.0,163.0,112.0,235.0,140.0,157.0,98.0,286.0
G1147,2.75,5.0,28.0,27.0,8.0,10.0,21.0,8.0,7.0,38.0
G1148,199.0,104.0,235.0,191.0,145.0,43.0,318.0,331.0,378.0,127.0
G1149,2118.0,2932.0,1310.0,1588.0,1607.0,122.0,1799.0,1016.0,415.0,188.0
G1150,558.0,211.0,382.0,495.0,327.0,997.0,469.0,251.0,285.0,289.0
G1151,9.31,5.75,3.54,5.43,9.17,6.11,1.0,8.24,2.0,5.2
G1152,114.0,207.0,346.0,261.0,133.0,88.0,324.0,386.0,77.0,80.0
G1153,1221.0,2685.0,674.0,995.0,555.0,4264.0,757.0,4998.0,487.0,1677.0
G1154,210.0,287.0,387.0,429.0,275.0,455.0,427.0,571.0,421.0,526.0
G1155,137.0,144.0,592.0,714.0,397.0,18.95,919.0,612.0,477.0,12.0
G1156,325.0,208.0,2079.0,1637.0,476.0,2716.0,3439.0,3680.0,1307.0,1374.0
G1157,622.0,733.0,561.0,1043.0,851.0,1783.0,690.0,503.0,702.0,278.0
G1158,1.0,9.56,6.31,2.0,1.0,5.44,1.54,1.24,5.61,9.5
G1159,281.0,174.0,980.0,669.0,558.0,204.0,761.0,334.0,450.0,726.0
G1160,123.0,119.6,205.0,216.0,146.0,13.0,198.0,179.0,80.0,317.0
G1161,757.0,844.0,1224.0,1220.0,833.0,1495.0,861.0,1221.0,238.0,3539.0
G1162,246.56,353.55,343.71,274.85,470.46,553.27,179.97,538.77,70.75,271.05
G1163,232.0,433.0,765.0,508.0,413.0,2963.0,201.0,58.0,149.0,997.0
G1164,159.0,94.0,253.0,1694.0,1481.0,122.0,727.0,86.0,94.0,390.0
G1165,2.0,4.79,1.82,2.0,2.0,1.0,2.0,6.51,1.06,7.5
G1166,159.0,117.0,297.0,283.0,150.0,684.0,240.0,426.0,207.0,207.0
G1167,113.0,167.0,140.0,337.0,106.0,278.0,314.0,538.0,164.0,851.0
G1168,1.67,6.1,4.8,1.3,4.91,5.77,6.53,6.79,4.3,8.38
G1169,653.0,621.0,815.0,711.0,462.0,496.0,339.0,1071.0,160.0,980.0
G1170,4.77,2.19,3.23,2.49,6.97,4.16,1.0,4.67,8.96,3.0
G1171,48.0,27.0,109.0,127.0,38.0,39.0,84.0,94.0,70.0,73.0
G1172,8.0,6.0,60.0,36.0,14.0,84.0,48.0,82.0,41.0,4.0
G1173,5.41,7.81,7.95,1.91,3.31,3.62,2.06,8.06,9.19,4.0
G1174,3.0,2.0,3.0,12.0,2.0,9.85,1.0,6.98,1.0,2.0
G1175,1279.55,3284.91,270.08,1662.35,1512.76,44.72,1838.18,555.24,418.61,6.44
G1176,273.89,241.05,587.34,474.05,385.96,966.68,502.69,1057.94,296.49,673.11
G1177,91.0,98.0,226.0,204.0,184.0,317.0,218.0,231.0,111.0,221.0
G1178,128.79,119.54,752.84,746.6,420.2,49.93,1340.38,135.0,1837.56,1.09
G1179,2468.77,2043.62,5169.94,3766.23,2903.73,2817.11,5687.81,6629.7,3129.6,10366.01
G1180,9.0,1.58,2.55,6.08,8.0,5.0,4.01,6.0,0.38,7.41
G1181,115.0,132.0,82.0,57.0,86.0,50.0,56.0,76.0,85.0,62.0
G1182,1268.38,723.38,1130.52,2157.28,791.55,3671.69,916.83,931.65,848.36,1082.77
G1183,12696.0,20678.0,23841.0,15885.0,18824.0,30248.0,13172.0,24459.0,4772.0,38185.0
G1184,443.0,361.0,1391.0,412.0,366.0,1731.0,428.0,486.0,364.0,2064.0
G1185,51.0,26.0,83.0,74.0,41.0,88.0,84.0,40.0,48.0,38.0
G1186,8.14,1.72,8.27,3.01,3.42,5.29,5.15,4.0,1.22,27.0
G1187,570.0,460.0,192.0,254.0,462.0,369.0,555.0,160.0,554.0,222.0
G1188,5.0,1.0,22.0,20.0,21.0,1.0,58.0,2.0,63.0,3.0
G1189,4013.0,5842.0,5101.0,3541.0,4808.0,3866.0,3021.0,2581.0,1500.0,4082.0
G1190,63.0,32.0,137.0,145.0,66.0,203.0,209.0,220.0,86.0,129.0
G1191,4.61,2.53,7.69,2.65,4.14,7.22,4.85,6.99,4.0,6.66
G1192,225.0,133.0,130.0,157.0,197.0,75.0,241.0,231.0,162.0,64.0
G1193,167.0,276.0,274.0,508.0,204.0,71.0,488.0,104.0,419.0,90.0
G1194,259.0,49.0,640.0,698.0,186.0,333.0,857.0,915.0,489.0,1132.0
G1195,1900.3,1983.23,4291.36,3399.32,2449.54,3440.28,3697.61,4759.03,2965.27,5898.32
G1196,103.0,3.0,42.0,12.0,28.0,8.0,169.0,17.0,21.0,41.0
G1197,3.22,6.78,7.39,4.17,1.27,9.45,3.28,9.65,6.58,156.6
G1198,825.24,669.25,1220.76,972.85,924.07,1551.25,1230.13,1312.9,795.57,1289.11
G1199,296.0,185.0,400.0,275.0,323.0,479.0,399.0,497.0,340.0,242.0
G1200,4.37,9.05,3.92,3.95,1.5,1.0,6.77,3.4,5.91,7.3
G1201,30.0,5.0,33.0,61.0,56.0,2.0,133.0,4.0,17.0,21.0
G1202,111.0,286.0,266.0,335.0,355.0,554.0,314.0,192.0,239.0,399.0
G1203,399.0,379.0,392.0,305.0,286.0,101.0,468.0,541.0,294.0,139.0
G1204,199.44,134.41,264.07,214.18,132.0,131.27,290.01,164.52,254.0,293.47
G1205,14.0,16.0,5.0,8.0,10.0,5.0,14.0,6.0,4.0,10.0
G1206,971.0,653.0,470.0,496.0,416.0,157.0,1048.0,634.0,498.0,148.0
G1207,1996.0,1740.0,2374.0,3227.0,2006.0,4043.0,1972.0,7069.0,1495.0,14493.0
G1208,134.0,80.0,394.0,80.0,242.0,49.0,367.0,93.0,89.0,136.0
G1209,159.0,116.0,156.0,240.0,117.0,60.0,181.0,193.0,150.0,104.0
G1210,72490.0,127592.0,34111.0,70427.0,63934.0,17599.0,60565.0,22651.0,31772.0,21539.0
G1211,1.0,7.05,4.0,1.6,1.0,3.0,2.0,2.0,2.0,6.03
G1212,7.98,8.09,1.0,4.34,1.99,2.0,6.3,1.8,1.64,2.57
G1213,192.0,209.0,221.0,205.0,230.0,326.0,286.0,329.0,224.0,208.0
G1214,2.92,1.63,1.57,5.56,6.87,17.0,9.16,7.68,3.49,8.94
G1215,945.0,388.0,2033.0,365.0,606.0,357.0,868.0,162.0,374.0,905.0
G1216,256.0,66.0,1059.0,2249.0,725.0,69.0,3946.0,278.0,2551.0,451.0
G1217,4.16,4.09,8.16,8.7,7.83,2.13,9.26,9.31,5.88,7.65
G1218,5798.98,6443.99,9624.0,7796.92,6072.95,7339.97,11745.95,13101.96,7387.97,13919.99
G1219,496.0,123.0,364.0,311.0,261.0,191.0,822.0,424.0,615.0,387.0
G1220,4.0,7.74,4.0,1.55,2.0,4.85,3.0,26.28,11.63,56.88
G1221,27.0,27.0,77.0,71.0,112.0,2.0,161.0,5.0,34.0,34.0
G1222,2.35,7.0,3.0,2.0,1.0,3.0,1.0,1.0,1.15,1.41
G1223,3.0,1.32,2.0,1.72,1.0,2.0,5.0,16.0,6.61,1.0
G1224,380.0,376.0,424.0,653.0,502.0,524.0,431.0,350.0,499.0,382.0
G1225,176.96,79.0,920.0,319.0,259.0,817.0,301.0,754.0,137.0,431.0
G1226,14.0,14.0,81.0,53.0,56.0,147.0,72.0,461.0,30.0,255.0
G1227,4.91,6.24,6.26,8.55,3.71,7.4,1.71,6.99,5.04,6.65
G1228,138.0,63.0,91.0,269.0,94.0,155.0,185.0,137.0,157.0,31.0
G1229,3.0,1.0,18.0,2.0,5.0,3.0,5.0,16.0,2.0,6.0
G1230,70.0,32.0,954.0,168.0,126.0,407.0,888.0,479.0,343.0,5.12
G1231,364.0,258.0,468.0,515.0,337.0,1442.0,602.0,383.0,490.0,387.0
G1232,1136.0,1675.0,1291.0,1381.0,1257.0,652.0,1598.0,1799.0,1398.0,1348.0
G1233,67.0,135.0,333.0,614.0,335.0,1787.38,762.0,969.38,1305.18,3.0
G1234,2.15,6.94,2.77,1.0,2.15,1.0,2.04,4.91,3.45,4.5
G1235,97.0,65.0,266.0,444.0,239.0,40.0,344.19,132.0,140.0,282.0
G1236,8082.22,551.0,1945.26,1065.92,1724.43,304.0,7639.72,946.0,1867.0,397.0
G1237,72.0,94.0,163.0,271.0,205.0,142.0,227.0,103.0,172.0,193.0
G1238,361.0,220.0,645.0,665.0,424.0,420.0,468.0,691.0,309.0,708.0
G1239,4.42,6.96,4.75,5.82,2.0,1.0,1.0,43.0,7.54,1.39
G1240,208.0,148.0,336.0,246.0,192.0,300.0,275.0,187.0,189.0,271.0
G1241,3.0,7.48,1.0,5.0,7.59,1.0,2.0,7.0,9.65,10.0
G1242,1.68,8.81,6.2,1.02,7.59,4.86,2.0,8.8,3.02,2.89
