YBR182C,YAL022C,1
YBR182C,YBL001C,-1
YBR182C,YBL111C,-1
YBR182C,YDR543C,1
YBR182C,YDR544C,-1
YBR182C,YEL001C,1
YBR182C,YEL040W,1
YBR182C,YGL261C,1
YBR182C,YGR282C,1
YBR182C,YHL027W,-1
YBR182C,YHR080C,-1
YBR182C,YHR081W,-1
YBR182C,YHR091C,1
YBR182C,YHR193C,-1
YBR182C,YHR194W,1
YBR182C,YIL002WA,-1
YBR182C,YIR020C,-1
YBR182C,YIR021W,-1
YBR182C,YJR044C,1
YBR182C,YKL096W,-1
YBR182C,YKL163W,-1
YBR182C,YKL185W,1
YBR182C,YKR102W,-1
YBR182C,YKR105C,1
YBR182C,YKR106W,1
YBR182C,YLR390W,1
YBR182C,YLR463C,1
YBR182C,YLR465C,1
YBR182C,YLR467W,-1
YBR182C,YMR013WA,-1
YBR182C,YNL288W,-1
YBR182C,YNL337W,-1
YBR182C,YNL338W,1
YBR182C,YNL339C,-1
YBR182C,YOL121C,1
YBR182C,YOR138C,-1
YBR182C,YOR140W,-1
YBR182C,YOR178C,1
YBR182C,YPL018W,1
YBR182C,YPL198W,-1
YBR182C,YPL253C,1
YBR182C,YPR124W,1
YBR182C,YPR198W,-1
YBR297W,YAL022C,1
YBR297W,YBR204C,1
YBR297W,YBR298C,-1
YBR297W,YCR107W,1
YBR297W,YDR052C,-1
YBR297W,YER134C,1
YBR297W,YER190W,-1
YBR297W,YFL066C,-1
YBR297W,YFR017C,1
YBR297W,YGL227W,1
YBR297W,YHL028W,-1
YBR297W,YHL029C,-1
YBR297W,YHR041C,1
YBR297W,YIL101C,-1
YBR297W,YJL067W,1
YBR297W,YJL068C,-1
YBR297W,YJR044C,-1
YBR297W,YLR439W,-1
YBR297W,YMR135WA,-1
YBR297W,YPL253C,1
YCL066W,STA2,1
YCL066W,YGL089C,1
YCL066W,YIL099W,1
YCL066W,YKL178C,1
YCL066W,YPL187W,-1
YCL067C,YCL066W,1
YCL067C,YDR103W,1
YCL067C,YGL089C,1
YCL067C,YGR044C,1
YCL067C,YKL209C,1
YCL067C,YPL187W,1
YCR018C,YBR167C,1
YCR018C,YFR017C,1
YCR018C,YPL253C,1
YCR040W,YGL089C,1
YCR040W,YKL178C,1
YCR040W,YPL187W,1
YCR096C,YCR039C,-1
YCR096C,YCR040W,-1
YCR096C,YKL178C,-1
YCR096C,YKL209C,-1
YCR097W,STA2,-1
YCR097W,YCL066W,1
YCR097W,YCR039C,-1
YCR097W,YCR040W,-1
YCR097W,YDR103W,1
YCR097W,YGR044C,-1
YCR097W,YKL178C,-1
YDL170W,YBL111C,1
YDL170W,YBR102C,-1
YDL170W,YBR103W,1
YDL170W,YCR019W,1
YDL170W,YCR039C,-1
YDL170W,YCR040W,1
YDL170W,YCR041W,-1
YDL170W,YDL068W,-1
YDL170W,YDL071C,-1
YDL170W,YDL154W,1
YDL170W,YDR084C,-1
YDL170W,YDR210WD,1
YDL170W,YDR282C,-1
YDL170W,YDR544C,1
YDL170W,YER190W,1
YDL170W,YGL001C,1
YDL170W,YHR091C,1
YDL170W,YHR156C,1
YDL170W,YHR157W,1
YDL170W,YJR044C,1
YDL170W,YKR102W,1
YDL170W,YLR463C,-1
YDL170W,YLR465C,1
YDL170W,YLR467W,-1
YDL170W,YMR193W,-1
YDL170W,YNL337W,1
YDL170W,YNL338W,1
YDL170W,YNL339C,-1
YDL170W,YPL253C,-1
YDR253C,YAL012W,-1
YDR253C,YAL034WA,1
YDR253C,YAL035W,1
YDR253C,YAL036C,1
YDR253C,YBR127C,1
YDR253C,YCR081W,-1
YDR253C,YCR087W,1
YDR253C,YDR077W,-1
YDR253C,YDR208W,1
YDR253C,YDR544C,-1
YDR253C,YER007CA,1
YDR253C,YER015W,-1
YDR253C,YER091C,1
YDR253C,YER092W,-1
YDR253C,YER134C,1
YDR253C,YER190W,-1
YDR253C,YFR030W,-1
YDR253C,YGL184C,-1
YDR253C,YGL254W,1
YDR253C,YGR188C,1
YDR253C,YHR117W,-1
YDR253C,YIL014W,1
YDR253C,YIR017C,-1
YDR253C,YJR010W,-1
YDR253C,YJR137C,-1
YDR253C,YJR138W,-1
YDR253C,YKL001C,1
YDR253C,YLR092W,-1
YDR253C,YLR174W,1
YDR253C,YLR179C,-1
YDR253C,YLR180W,1
YDR253C,YLR303W,-1
YDR253C,YML072C,-1
YDR253C,YNL277W,-1
YDR253C,YOL083W,-1
YDR253C,YPR167C,1
YDR253C,YPR168W,1
YDR421W,YBL001C,-1
YDR421W,YCL066W,-1
YDR421W,YCL067C,-1
YDR421W,YDL184C,-1
YDR421W,YDR375C,1
YDR421W,YDR382W,1
YDR421W,YEL040W,-1
YDR421W,YFL059W,1
YDR421W,YFL060C,-1
YDR421W,YHR015W,-1
YDR421W,YHR094C,1
YDR421W,YHR095W,1
YDR421W,YIL002WA,-1
YDR421W,YKL052C,1
YDR421W,YKL072W,1
YDR421W,YMR027W,-1
YDR421W,YNL181W,-1
YDR421W,YPL198W,1
YDR421W,YPL253C,1
YER184C,YIR024C,-1
YER184C,YIR025W,-1
YFL021W,YAL012W,1
YFL021W,YBR266C,1
YFL021W,YBR268W,1
YFL021W,YCR019W,1
YFL021W,YCR096C,1
YFL021W,YDR041W,-1
YFL021W,YDR084C,-1
YFL021W,YDR145W,1
YFL021W,YDR210WD,-1
YFL021W,YDR317W,-1
YFL021W,YDR319C,-1
YFL021W,YDR473C,1
YFL021W,YDR495C,1
YFL021W,YDR522C,-1
YFL021W,YEL062W,-1
YFL021W,YEL063C,1
YFL021W,YER002W,1
YFL021W,YER044CA,1
YFL021W,YGL001C,1
YFL021W,YGR071C,1
YFL021W,YGR072W,1
YFL021W,YGR271W,-1
YFL021W,YHR156C,-1
YFL021W,YHR157W,-1
YFL021W,YJL085W,-1
YFL021W,YJL088W,1
YFL021W,YJL110C,-1
YFL021W,YJL210W,1
YFL021W,YJL212C,1
YFL021W,YLR023C,1
YFL021W,YLR047C,1
YFL021W,YLR048W,-1
YFL021W,YLR261C,1
YFL021W,YLR262C,1
YFL021W,YLR302C,1
YFL021W,YML098W,1
YFL021W,YML099C,1
YFL021W,YMR019W,-1
YFL021W,YMR178W,-1
YFL021W,YMR193W,-1
YFL021W,YMR228W,-1
YFL021W,YNL001W,-1
YFL021W,YNL038W,1
YFL021W,YOL159C,-1
YGL162W,YBL029W,-1
YGL162W,YBL043W,-1
YGL162W,YBR069C,1
YGL162W,YDL214C,-1
YGL162W,YDL246C,1
YGL162W,YDR077W,-1
YGL162W,YDR134C,-1
YGL162W,YDR343C,-1
YGL162W,YDR441C,-1
YGL162W,YDR442W,-1
YGL162W,YER045C,-1
YGL162W,YER145C,1
YGL162W,YER146W,1
YGL162W,YGL001C,-1
YGL162W,YGL055W,1
YGL162W,YGL056C,1
YGL162W,YGR249W,1
YGL162W,YHL027W,-1
YGL162W,YHR080C,-1
YGL162W,YHR081W,-1
YGL162W,YHR094C,-1
YGL162W,YHR095W,-1
YGL162W,YIL099W,-1
YGL162W,YIL119C,1
YGL162W,YIR020C,1
YGL162W,YJR158W,-1
YGL162W,YKL096W,-1
YGL162W,YLL033W,-1
YGL162W,YLL034C,1
YGL162W,YML116W,-1
YGL162W,YMR037C,1
YGL162W,YMR056C,-1
YGL162W,YMR135C,1
YGL162W,YMR136W,-1
YGL162W,YNL038W,-1
YGL162W,YOL159C,-1
YGL162W,YOR136W,1
YGL162W,YPL177C,-1
YGL162W,YPL230W,-1
YGL181W,YAL065C,1
YGL181W,YAL067C,1
YGL181W,YDR223W,-1
YGL181W,YDR282C,-1
YGL181W,YEL073C,-1
YGL181W,YFL052W,-1
YGL181W,YNL167C,-1
YGL254W,YAL022C,-1
YGL254W,YCL039W,1
YGL254W,YGR271CA,-1
YGL254W,YIL002WA,1
YGL254W,YJR044C,1
YGL254W,YMR238W,1
YGL254W,YOR138C,-1
YGL254W,YOR140W,-1
YGL254W,YPL018W,1
YGL254W,YPL034W,1
YGL254W,YPL092W,-1
YGL254W,YPL123C,1
YGR044C,YCR018C,-1
YGR044C,YDL184C,-1
YGR044C,YEL012W,-1
YGR044C,YER078C,1
YGR044C,YER079W,1
