,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
G1802,825.0,1782.0,784.0,58.0,517.0,2913.0,391.0,1519.0,319.0,1980.0,1677.0,1758.0,2058.0,861.0,1346.0,1270.0,1986.0,2207.0,1888.0,2095.0,1929.0,253.0,3.0,554.0,1226.0,32.0,65.0,186.0,82.0,355.0,192.0,319.0,1.0,149.0,79.0,84.0,126.0,51.0,8908.0,2130.0,2187.0,2466.0
G1803,229.0,497.0,221.0,24.0,190.0,824.0,176.0,446.0,78.0,518.0,443.0,540.0,538.0,234.0,354.0,435.0,538.0,396.0,315.0,444.0,598.0,122.0,2.1,243.0,591.0,17.0,67.0,154.0,82.0,94.0,67.0,94.0,7.0,16.0,3.0,4.0,3.0,4.0,2294.0,503.0,561.0,612.0
G1804,569.0,1202.0,549.0,40.0,340.0,1970.0,300.0,972.0,186.0,1548.0,1023.0,1479.0,1632.0,1103.0,1105.0,1872.0,1592.0,1420.0,1096.0,1284.0,1474.0,221.0,8.6,531.0,1481.0,40.0,30.0,145.0,43.0,477.0,265.0,394.0,1.0,131.0,51.0,222.0,232.0,93.0,7878.0,1580.0,2050.0,1271.0
G1805,501.0,933.0,459.0,42.0,343.0,1528.0,226.0,774.0,254.0,1706.0,821.0,927.0,909.0,437.0,916.0,1049.0,1320.0,1297.0,1177.0,1421.0,878.0,152.0,3.73,394.0,913.0,23.0,45.0,242.0,87.0,486.0,335.0,458.0,8.89,112.0,62.0,35.0,38.0,5.0,6770.0,1632.0,1972.0,1712.0
G1806,94.0,258.0,121.0,6.0,72.0,431.0,80.0,263.0,34.0,277.0,252.0,243.0,354.0,322.0,204.0,168.0,369.0,358.0,313.0,342.0,286.0,37.0,3.04,95.0,216.0,2.0,60.0,95.0,46.0,115.0,43.0,100.0,1.34,54.0,29.0,91.0,122.0,46.0,1238.0,315.0,347.0,316.0
G1807,7.11,2.0,3.25,7.09,6.22,1.4,8.31,1.0,6.45,6.38,8.69,4.57,9.36,5.31,3.69,9.68,4.37,5.2,9.19,7.09,4.42,6.64,9.14,8.06,6.3,6.17,5.48,4.23,8.41,5.97,3.1,3.0,5.29,8.27,9.21,2.15,6.7,1.68,8.72,9.22,1.52,2.09
G1808,121.0,304.0,153.0,12.0,108.0,561.2,117.0,320.0,56.0,241.97,369.0,314.0,438.0,261.9,240.53,271.19,381.0,413.0,334.0,337.0,260.0,39.39,6.13,115.0,198.95,6.0,80.0,158.0,95.0,119.35,97.0,147.0,4.36,57.78,42.0,81.0,104.0,47.19,948.88,266.04,215.83,382.0
G1809,32.0,81.0,34.0,3.0,35.0,117.0,29.0,54.0,3.0,33.0,56.0,64.0,45.0,38.0,96.0,26.0,73.0,37.0,52.0,44.0,70.0,16.0,1.8,38.0,40.0,2.0,2.78,5.0,5.0,5.0,4.0,3.0,5.4,9.1,1.94,9.1,4.63,6.44,208.0,77.0,73.0,35.0
G1810,52.0,127.0,57.0,6.0,48.0,277.0,37.0,139.0,58.0,288.0,171.0,176.0,205.0,133.0,85.0,155.0,184.0,218.0,237.0,175.0,160.0,19.0,5.42,60.0,187.0,6.0,5.0,35.0,9.0,46.0,36.0,52.0,4.42,27.0,12.0,34.0,52.0,16.0,2059.0,655.0,593.0,420.0
G1811,212.0,303.0,199.0,9.0,84.0,472.24,55.0,246.06,402.0,2944.71,252.0,292.58,342.98,184.74,166.0,282.0,340.65,236.63,202.0,232.0,448.0,90.0,3.56,186.0,426.72,5.0,11.0,86.0,27.0,115.0,89.0,109.0,6.52,82.98,30.0,50.0,57.0,32.0,23555.14,4495.01,6016.98,3777.24
G1812,36.9,60.72,22.0,7.0,18.97,212.77,24.0,160.71,103.98,747.0,172.0,192.0,187.0,69.17,120.22,192.34,227.0,292.75,219.99,324.45,136.0,28.0,8.48,90.82,240.0,6.74,9.0,35.57,14.0,564.34,349.0,627.16,8.97,320.41,114.0,45.0,34.0,19.0,1003.27,182.0,220.16,772.35
G1813,1.0,1.0,2.0,9.01,8.03,7.0,4.0,2.0,4.76,1.0,1.0,1.0,2.0,9.51,7.33,2.0,3.0,2.0,2.0,3.0,1.0,8.56,7.85,2.27,5.0,2.01,5.82,8.75,7.4,2.0,5.24,8.03,1.28,3.98,8.81,2.72,6.82,2.09,6.0,1.0,1.0,1.0
G1814,125.0,185.0,100.0,8.0,56.0,276.0,50.0,134.0,7.0,57.0,144.0,177.0,146.0,91.0,85.0,166.0,169.0,80.0,64.0,131.0,333.0,63.0,4.17,141.0,363.0,18.0,9.06,21.0,7.0,100.0,30.0,43.0,1.03,4.0,1.0,2.48,8.99,8.6,834.0,100.0,193.0,59.0
G1815,1.0,4.09,2.2,5.23,1.92,1.0,7.62,5.39,5.32,2.08,8.81,1.0,3.52,3.13,8.63,6.75,2.0,4.36,7.37,1.0,3.0,4.37,1.76,3.69,4.0,3.63,3.48,6.98,1.67,5.65,1.75,3.78,6.04,1.36,8.57,8.77,5.94,3.05,4.0,5.04,2.0,1.0
G1816,4.0,5.0,5.0,5.64,9.17,10.0,3.95,2.0,7.88,4.0,2.0,3.0,4.0,3.0,4.0,11.0,1.0,5.81,1.0,6.0,3.0,2.59,7.0,5.0,4.0,7.39,1.61,7.9,1.75,1.0,1.0,1.0,5.05,3.67,2.31,5.96,2.0,1.76,17.0,4.54,1.0,3.0
G1817,3.0,7.0,3.2,7.59,1.29,21.0,4.55,5.0,9.9,2.06,10.0,8.0,11.0,7.0,10.0,6.0,10.0,11.0,6.0,8.0,9.0,5.0,6.21,3.0,13.0,1.0,5.71,4.0,8.45,7.0,7.74,5.0,6.77,3.0,3.0,10.0,7.0,7.0,9.0,2.0,2.0,2.0
G1818,38.0,68.0,19.0,3.0,23.0,118.0,17.0,76.0,11.0,84.0,75.0,105.0,106.0,103.0,104.0,95.0,115.0,71.0,100.0,74.0,67.0,8.0,3.04,26.0,82.0,7.7,14.0,34.0,12.0,20.0,13.0,13.0,7.78,3.0,2.0,16.0,20.0,6.0,385.0,163.0,91.0,75.0
G1819,838.0,1582.0,832.0,66.0,382.0,2519.0,240.0,1171.0,478.0,3752.0,1365.0,1838.0,2240.0,1203.0,1098.0,1844.0,1863.0,2085.0,1749.0,2294.0,2246.0,367.0,7.98,700.0,1749.0,44.0,29.0,163.0,55.0,532.0,229.0,428.0,8.2,138.0,76.0,255.0,280.0,137.0,20652.0,4108.0,5031.0,3279.0
G1820,74.0,119.0,37.0,4.0,19.47,104.0,15.0,30.0,10.0,87.0,29.0,37.0,36.0,22.0,21.0,29.0,43.0,79.0,38.0,55.0,124.0,31.0,5.81,45.0,95.14,1.0,5.05,6.0,2.0,34.0,28.0,27.0,8.16,40.0,11.0,40.44,62.0,25.97,330.0,68.0,72.0,86.0
G1821,2.98,5.0,1.0,3.79,3.63,3.0,9.68,5.0,4.0,14.0,2.0,9.27,7.15,5.0,4.44,4.67,5.0,9.86,3.43,3.49,2.0,5.71,3.44,3.78,5.0,4.97,1.25,8.3,1.0,1.0,6.06,6.53,5.41,3.31,9.42,8.0,1.58,3.61,5.0,4.0,2.0,23.0
G1822,20.0,41.82,24.0,7.0,20.67,108.69,32.0,43.0,12.0,34.79,80.0,68.82,73.88,40.0,71.0,91.0,90.81,161.99,137.16,148.91,54.0,5.0,9.73,11.0,46.0,7.0,7.0,6.0,1.0,10.0,7.0,2.0,4.42,8.42,9.87,7.28,8.66,9.64,399.62,143.67,143.54,75.14
G1823,68.0,189.0,61.0,6.0,46.0,310.0,33.0,164.0,38.0,241.0,159.0,184.0,192.0,85.0,137.0,175.0,190.0,241.0,217.0,228.0,240.0,41.0,6.37,108.0,272.0,11.0,10.0,62.0,12.0,187.0,102.0,151.0,3.0,140.0,79.0,268.0,338.0,151.0,1051.0,243.0,317.0,229.0
G1824,2.64,1.0,2.0,5.74,4.6,6.0,2.0,4.0,6.76,12.0,2.0,4.0,4.0,1.0,3.0,5.0,3.0,3.0,5.0,8.0,4.24,1.0,1.34,1.29,7.26,4.31,3.52,1.0,8.14,1.0,5.67,1.0,3.68,8.32,7.04,3.04,6.87,2.6,73.0,23.0,19.0,8.0
G1825,5.87,3.36,9.68,2.3,9.66,3.92,4.91,2.17,7.03,7.67,2.76,2.67,3.17,4.92,1.88,5.98,7.49,4.06,5.85,8.01,8.96,2.84,1.52,9.05,7.24,7.63,9.46,2.84,3.77,7.84,4.13,6.46,5.34,7.59,4.42,4.99,6.08,7.18,5.56,8.01,4.71,7.22
G1826,6.63,3.0,9.32,6.44,1.4,1.0,6.37,1.0,1.0,7.0,4.0,6.96,5.84,7.87,1.17,7.7,5.99,1.0,6.44,5.95,3.82,7.21,1.38,1.0,3.0,2.02,3.48,6.67,6.68,3.49,6.49,3.81,8.96,2.29,9.23,8.05,6.36,8.82,1.0,1.0,3.39,2.56
G1827,1532.0,3799.0,1391.0,97.0,985.0,6263.0,925.0,3807.98,406.0,2798.0,3917.0,3457.0,4652.0,3268.0,3554.0,3195.0,4604.0,4527.0,3842.0,3677.0,2861.0,368.0,5.4,1224.0,2482.0,57.0,250.0,596.0,231.0,713.0,358.0,641.0,7.72,105.0,57.0,329.0,488.0,153.0,30445.0,9674.0,9610.0,3180.0
G1828,9.33,8.63,9.86,6.46,9.77,9.11,6.4,5.58,8.11,7.65,4.64,1.81,7.19,3.23,8.86,5.03,6.79,1.06,3.16,2.55,2.3,1.61,5.89,1.18,3.55,3.18,8.99,3.01,5.64,8.24,3.3,6.15,7.97,5.91,1.47,5.59,9.26,7.6,1.0,2.56,3.08,2.46
G1829,5.0,14.0,5.0,1.0,9.0,42.0,2.0,11.0,2.0,8.0,9.0,19.0,11.0,4.0,20.0,10.0,18.0,24.0,18.0,19.0,7.0,3.0,8.67,3.0,13.0,7.21,7.0,2.0,4.0,4.0,4.0,5.0,3.82,4.61,3.0,1.06,7.16,4.83,126.0,33.0,38.0,24.0
G1830,4.25,31.62,13.8,1.22,16.02,46.22,3.66,31.28,10.31,21.72,25.2,18.24,42.99,22.08,53.35,46.45,24.08,17.94,34.12,46.7,42.78,2.67,3.65,13.43,46.17,9.54,3.28,3.78,1.58,20.54,6.98,21.94,1.07,10.08,1.75,9.63,1.59,8.08,97.46,2.85,29.36,24.75
G1831,130.0,282.0,107.0,11.0,95.0,446.0,67.0,269.0,31.0,173.27,223.0,254.0,286.0,150.0,273.0,180.0,339.0,333.0,264.0,233.89,259.0,35.59,3.13,120.0,228.0,5.0,27.0,78.0,20.0,95.0,53.18,105.0,2.06,51.0,30.0,146.0,279.0,126.0,1117.0,328.0,337.0,289.0
G1832,19.0,33.0,4.0,8.44,7.0,61.0,9.0,31.0,7.0,26.0,36.0,30.0,46.0,34.0,78.0,49.0,85.0,108.0,93.0,102.0,37.0,3.0,3.97,17.0,71.0,8.5,6.0,15.0,6.0,17.0,9.0,14.0,4.91,3.0,4.0,1.0,4.0,1.64,687.0,180.0,211.0,42.0
G1833,190.0,334.0,198.0,14.0,111.0,607.0,75.0,242.0,57.0,463.0,255.0,386.0,464.0,256.0,139.0,490.0,426.0,392.0,354.0,537.0,513.0,75.0,8.35,242.0,603.0,21.0,6.0,43.0,22.0,253.0,97.0,238.0,9.02,123.0,56.0,331.0,284.0,119.0,2690.0,489.0,600.0,418.0
G1834,133.0,235.0,123.0,7.0,95.0,514.0,78.0,226.0,19.0,153.0,256.0,238.0,307.0,234.0,220.0,270.0,284.0,426.0,305.0,491.0,269.0,56.0,5.07,123.0,288.0,11.0,12.0,59.0,19.0,80.0,28.0,71.0,4.19,7.0,11.0,21.0,13.0,4.0,1260.0,240.0,254.0,184.0
G1835,297.0,600.0,322.02,23.0,160.0,980.0,116.0,330.0,203.02,1461.12,361.0,490.0,461.2,323.0,294.09,513.0,446.0,339.0,238.0,369.0,793.0,122.0,3.95,206.07,582.0,17.0,2.0,47.0,13.0,66.0,22.0,56.0,9.11,24.0,7.0,66.0,111.0,44.0,3189.62,642.0,803.0,1481.74
G1836,15.0,32.0,21.0,7.0,11.0,40.0,21.0,45.0,8.0,20.0,29.0,50.0,26.0,37.0,53.0,30.0,58.0,62.0,54.0,43.0,34.0,4.0,3.12,12.0,26.0,1.0,5.07,4.0,6.0,10.0,12.0,6.0,1.0,5.0,2.0,16.0,35.0,22.0,185.0,66.0,66.0,34.0
G1837,24.0,22.0,15.0,5.0,6.0,28.0,2.0,17.0,13.0,99.0,24.0,29.0,30.0,19.0,38.0,54.0,47.0,96.0,104.0,121.0,33.0,3.0,7.71,18.0,28.0,1.54,2.35,1.0,4.25,5.0,2.0,5.0,4.35,9.29,1.0,1.63,1.0,5.02,629.0,88.0,131.0,63.0
G1838,9.88,3.92,1.86,6.82,2.7,2.48,4.73,7.46,7.55,2.0,5.9,3.87,2.72,4.0,3.71,6.71,6.78,3.0,1.96,6.44,7.04,7.77,9.92,1.25,1.0,9.76,3.66,2.97,2.36,1.0,8.99,1.0,5.32,2.0,5.39,7.0,9.0,4.0,22.0,4.0,2.04,3.79
G1839,2.05,3.92,3.8,4.51,9.63,5.29,3.61,8.61,11.0,43.0,4.93,4.87,6.45,1.88,6.0,4.76,1.84,9.38,8.41,5.07,5.36,4.01,4.95,6.92,5.68,2.52,7.71,7.3,4.69,1.0,6.15,1.0,7.31,1.0,1.0,7.0,16.0,2.0,18.0,8.0,1.0,123.0
G1840,3.15,8.19,7.52,8.11,4.46,5.64,7.03,2.74,12.0,59.0,1.59,7.86,3.48,7.86,6.76,6.11,2.9,3.49,2.51,9.08,5.19,7.69,6.35,3.33,6.19,8.27,4.65,9.85,6.72,2.0,3.36,5.0,3.62,3.0,5.0,19.0,16.0,8.0,38.0,19.0,11.0,227.0
G1841,3.88,2.0,9.06,9.49,2.98,9.0,7.39,6.0,2.0,10.0,8.0,3.0,10.0,10.0,4.29,10.0,7.0,6.0,2.0,2.43,1.0,6.08,9.31,6.0,11.0,7.67,6.15,1.0,7.99,1.0,3.0,4.0,6.77,6.44,1.27,2.0,9.04,7.02,65.0,19.0,22.0,31.0
G1842,90.0,214.0,73.0,9.0,77.0,306.0,100.0,222.0,13.0,53.0,190.0,150.0,118.0,94.0,160.0,135.0,248.0,373.0,309.0,255.0,103.0,29.0,3.39,48.0,122.0,3.0,12.0,52.0,19.0,21.0,15.0,24.0,2.66,6.0,4.0,14.0,32.0,7.0,722.0,214.0,212.0,107.0
G1843,5.13,3.64,6.43,3.08,3.75,6.73,3.21,8.4,1.05,5.27,3.86,6.4,3.29,1.56,6.16,3.65,1.03,7.92,8.96,4.61,9.28,2.07,4.82,9.64,2.1,1.25,3.97,4.86,9.38,5.79,5.41,5.62,9.41,3.84,2.62,7.75,8.66,3.62,6.53,7.38,6.75,6.61
G1844,337.0,689.0,369.0,26.0,150.0,1111.0,105.0,436.0,116.0,810.0,515.0,631.0,799.0,724.0,512.0,659.0,740.0,766.0,619.0,753.0,860.0,137.0,2.13,378.0,814.0,32.0,14.0,71.0,32.0,594.0,376.0,588.0,7.3,531.0,314.0,992.0,1191.0,583.0,4841.0,1097.0,1200.0,897.0
G1845,1.82,7.2,4.2,4.21,9.34,2.8,5.0,6.62,3.91,1.34,4.19,2.67,9.4,9.35,5.19,1.25,7.5,6.87,7.48,1.9,5.82,1.42,1.56,9.6,2.1,7.25,7.12,2.96,1.36,2.27,1.46,7.51,4.14,3.86,3.57,3.43,8.46,5.94,1.27,7.35,8.0,5.03
G1846,7.0,16.0,8.0,6.11,2.0,33.0,18.0,26.0,22.0,204.0,19.0,27.0,28.0,6.0,13.0,13.0,8.0,26.0,12.0,28.0,33.0,3.0,9.55,6.76,36.0,8.55,5.08,9.0,7.46,8.0,3.0,9.0,8.14,1.0,1.66,27.0,36.0,33.0,131.0,15.0,18.0,177.0
G1847,21.0,86.0,28.0,1.0,28.0,114.0,59.0,98.0,483.0,2337.0,60.0,39.0,48.0,38.0,26.0,27.0,54.0,37.0,33.0,22.0,88.0,13.0,1.66,29.0,81.0,2.0,157.0,234.0,115.0,755.0,551.0,783.0,8.72,543.0,319.0,481.0,767.0,280.0,73.0,33.0,18.0,4278.0
G1848,2.23,2.1,9.59,2.25,2.87,9.55,6.36,8.42,7.28,2.68,3.6,2.36,9.0,1.32,4.05,8.85,5.94,3.54,5.42,8.77,3.2,1.81,3.29,6.41,2.8,2.04,2.69,7.94,3.29,6.13,9.12,5.53,3.65,5.79,5.55,9.9,4.51,5.46,7.24,1.65,5.59,6.41
G1849,15.0,20.0,11.0,6.0,5.0,69.0,1.0,21.0,11.0,58.0,26.0,18.0,36.0,55.0,39.0,16.0,19.0,24.0,21.0,29.0,40.0,6.0,1.64,7.0,43.0,4.0,3.0,12.0,7.0,52.0,40.0,62.0,6.61,63.0,35.0,43.0,63.0,23.0,184.0,30.0,33.0,83.0
G1850,2.15,6.02,3.12,2.78,5.37,3.0,6.87,1.93,6.08,7.38,1.0,8.44,3.73,7.93,6.18,6.27,8.63,2.0,2.0,1.0,7.12,7.79,3.25,4.06,1.0,9.53,1.79,3.83,3.73,7.04,3.43,6.94,5.79,9.19,1.36,7.22,7.0,1.0,4.98,4.87,5.17,8.58
G1851,3.29,7.88,5.47,4.84,7.92,8.97,4.19,3.62,8.27,6.46,9.76,8.45,3.44,1.68,7.85,2.57,5.8,3.78,6.04,2.63,1.27,2.36,8.07,4.91,8.09,2.86,3.42,8.15,4.35,8.86,5.98,4.32,9.22,8.18,1.55,5.13,7.11,9.77,4.91,6.05,8.57,4.47
G1852,941.0,1204.0,762.0,57.0,262.0,1936.0,311.0,931.0,372.0,3314.0,1037.0,1641.0,1962.0,845.0,808.0,2442.0,1731.0,1971.0,1533.0,3153.0,2066.0,431.0,1.0,827.0,2881.0,169.0,18.0,39.0,10.0,894.0,314.0,700.0,2.85,172.0,82.0,129.0,105.0,44.0,13735.0,1603.0,2838.0,1979.0
G1853,2.39,3.57,3.36,7.14,3.64,8.4,1.62,4.96,6.65,5.85,4.93,3.24,2.48,2.29,1.94,5.82,5.87,3.34,1.64,7.97,1.3,1.53,8.13,3.94,2.21,6.3,9.43,2.69,3.0,4.68,8.2,7.63,4.62,9.12,5.35,9.39,1.01,7.98,9.82,4.88,8.35,5.96
G1854,3.88,5.8,8.88,9.57,5.52,8.89,3.39,3.43,7.02,3.18,2.0,2.64,1.0,5.67,2.72,3.0,1.0,7.04,7.91,6.63,1.0,7.91,2.99,8.63,3.14,4.56,4.89,4.83,8.84,1.15,3.5,8.16,4.85,1.8,6.43,8.46,9.19,9.35,6.1,7.25,1.65,8.86
G1855,3.0,8.0,2.0,4.62,9.5,5.0,2.0,3.0,1.31,14.0,4.0,8.0,7.0,3.0,1.0,8.0,6.0,4.0,4.0,4.0,2.0,2.0,2.91,3.0,6.0,5.05,8.08,1.0,3.86,1.0,1.12,5.82,4.05,5.79,1.46,5.7,1.0,1.0,12.0,2.0,11.0,9.0
G1856,13.0,30.0,11.0,2.0,10.0,50.0,9.0,30.0,7.0,29.0,30.0,37.0,47.0,35.0,28.0,21.0,29.0,51.0,49.0,59.0,51.0,4.0,2.4,21.0,61.0,3.5,1.0,13.0,8.0,11.0,5.0,3.0,8.25,4.0,1.0,5.0,2.0,1.0,77.0,27.0,16.0,18.0
G1857,10.0,12.0,1.0,5.57,6.97,20.0,4.0,9.0,16.0,55.0,13.0,23.0,21.0,10.0,13.0,27.0,27.0,16.0,21.0,4.0,12.0,4.0,9.59,3.0,8.0,5.11,2.0,6.78,3.51,31.0,8.0,17.0,8.28,37.0,37.0,268.0,399.0,171.0,197.0,36.0,51.0,71.0
G1858,4.51,8.23,1.61,1.02,4.97,5.01,6.44,1.88,3.07,8.68,7.69,6.7,7.73,2.81,6.45,3.43,9.24,1.82,1.65,5.92,4.06,3.85,6.07,4.24,5.05,8.61,9.99,1.6,2.32,2.59,6.31,2.25,5.75,4.93,7.66,7.29,6.51,9.59,6.32,9.5,6.13,3.55
G1859,1489.0,4104.0,1753.0,113.0,1215.0,4959.0,912.0,2813.0,788.0,4279.0,2830.0,2945.0,2922.0,1890.0,2730.0,1912.0,3274.0,4965.0,4976.0,3971.0,3591.0,538.0,1.0,1163.0,2252.0,42.0,494.0,1401.0,616.0,862.0,484.0,686.0,1.1,177.0,71.0,24.0,24.0,17.0,15814.0,6056.0,5144.0,6808.0
G1860,120.0,275.0,109.0,15.0,66.0,530.0,93.0,230.0,46.0,351.0,225.0,275.0,305.0,161.0,265.0,356.0,354.0,342.0,236.0,334.0,374.0,48.0,6.35,181.0,487.0,18.0,5.0,75.0,19.0,128.0,74.0,131.0,9.42,34.0,12.0,13.0,18.0,5.0,1722.0,363.0,438.0,299.0
G1861,418.0,657.0,438.0,47.0,222.0,1170.0,118.0,453.0,132.0,1035.0,490.0,694.0,745.0,300.0,403.0,578.0,733.0,742.0,572.0,1058.0,1055.0,179.0,8.31,584.0,1388.0,28.0,24.0,110.0,28.0,255.0,89.0,238.0,2.0,17.0,12.0,18.0,13.0,10.0,4427.0,660.0,938.0,756.0
G1862,3.99,2.98,8.67,5.44,4.11,7.73,9.73,3.49,4.35,6.21,4.0,2.69,1.14,9.31,8.11,8.41,2.37,1.69,6.64,2.47,5.25,6.76,9.99,9.54,8.13,7.13,4.54,4.01,2.27,4.84,9.19,2.2,1.03,9.73,1.03,9.87,3.81,6.68,3.55,6.63,5.53,1.63
G1863,6.21,4.66,4.51,1.0,4.71,5.69,1.18,2.0,1.0,11.0,1.95,6.64,7.45,1.0,2.0,1.0,1.0,4.0,8.78,1.0,1.0,4.55,3.28,9.43,3.0,2.61,7.34,9.17,3.08,3.96,4.87,3.85,2.86,8.27,9.65,7.98,7.39,5.16,8.0,3.0,3.61,5.0
G1864,1076.0,2483.0,914.69,90.0,1044.0,3739.0,1232.0,2634.0,242.0,1569.0,2602.0,2553.0,2198.0,1542.0,2190.0,1429.0,2926.0,3142.0,3053.0,2636.0,2445.0,350.0,2.85,1077.0,2109.99,27.0,381.0,887.0,283.0,425.0,197.0,312.0,7.73,70.0,37.0,323.0,649.0,177.0,7143.0,2418.0,2065.0,2234.0
G1865,76.0,268.0,83.0,12.0,100.0,526.0,161.0,431.0,89.0,438.0,429.0,822.0,1048.0,674.0,1728.0,915.0,2048.0,1084.0,1111.0,674.0,195.0,21.0,7.93,60.0,148.0,4.0,49.0,114.0,100.0,65.0,25.0,57.0,4.86,5.0,4.0,8.0,6.0,3.0,3391.0,1265.0,1041.0,626.0
G1866,65.0,131.0,50.0,5.0,61.0,319.0,25.0,147.0,24.0,170.0,133.0,148.0,192.0,93.0,146.0,176.0,162.0,183.0,137.0,183.0,185.0,29.0,5.28,76.0,192.0,4.0,2.96,13.0,2.0,55.0,16.0,56.0,7.13,12.0,11.0,16.0,14.0,8.0,925.0,203.0,233.0,124.0
G1867,8.44,7.69,1.37,5.2,4.49,3.21,1.65,3.65,8.86,5.7,9.28,7.7,1.86,1.99,9.36,8.92,2.77,4.45,1.59,5.28,8.11,9.38,4.15,5.5,3.77,8.53,4.53,1.62,2.9,7.03,8.54,4.38,6.3,5.52,1.92,1.42,1.0,9.1,6.2,4.33,3.81,1.97
G1868,6.0,20.0,1.0,1.0,9.0,28.0,3.0,10.0,2.0,5.0,15.0,29.0,19.0,17.0,3.0,23.0,13.0,38.0,16.0,28.0,25.0,4.0,6.72,4.0,30.0,1.54,12.0,25.0,7.0,1813.0,1301.0,2098.0,9.57,1106.0,525.0,899.0,1118.0,547.0,139.0,24.0,27.0,10.0
G1869,42.0,78.0,47.0,2.0,43.0,178.0,16.0,73.0,26.0,189.0,96.0,111.0,123.0,90.0,72.0,91.0,110.0,138.0,99.0,151.0,77.0,15.0,4.63,42.0,116.0,4.0,32.0,47.0,15.0,47.0,24.0,66.0,5.43,13.0,7.0,4.0,2.0,1.0,690.0,179.0,192.0,216.0
G1870,3.71,6.1,9.04,3.08,6.45,5.54,4.08,4.0,6.63,6.15,3.69,1.04,2.56,7.74,1.57,9.07,3.49,7.66,1.04,5.95,1.24,2.03,1.92,9.99,1.74,3.19,3.63,6.44,2.67,5.55,2.63,6.47,3.16,2.9,4.27,1.36,8.98,6.37,6.45,9.32,8.81,2.9
G1871,5.3,1.72,1.09,7.04,1.2,3.07,8.79,2.53,5.05,6.19,6.44,9.97,7.18,5.12,6.96,5.76,5.24,3.5,4.54,2.21,5.97,4.79,8.84,7.0,4.28,8.1,1.25,4.04,9.39,3.37,6.82,9.11,5.65,9.13,1.95,2.0,3.3,8.89,7.42,7.92,8.94,9.05
G1872,7.24,1.38,1.14,3.99,3.65,2.0,9.07,1.0,1.02,5.47,1.75,7.45,1.0,1.46,11.0,2.0,5.98,2.0,3.11,2.0,4.33,2.69,1.49,9.55,1.44,3.82,5.59,8.15,8.34,7.37,4.31,2.58,9.77,1.04,2.46,1.0,4.21,6.67,1.0,1.0,6.59,9.73
G1873,59.0,130.0,32.0,5.0,65.0,124.0,31.0,92.0,8.0,47.0,83.0,88.0,88.0,32.0,93.0,61.0,127.0,120.0,96.0,99.0,110.0,14.0,4.28,60.0,93.0,5.11,4.0,9.0,6.67,11.0,2.0,6.0,7.41,2.0,1.78,9.01,8.91,8.08,370.0,95.0,103.0,58.0
G1874,104.0,215.0,119.0,9.0,88.0,326.0,47.0,166.0,22.0,116.0,168.0,197.0,148.0,46.0,154.0,117.0,206.0,192.0,171.0,185.0,249.0,43.0,1.02,66.0,231.0,1.0,2.0,27.0,4.0,20.0,4.0,4.0,3.44,2.0,2.0,12.0,12.0,7.0,724.0,141.0,184.0,160.0
G1875,16.0,41.0,16.0,4.0,4.0,62.0,7.0,42.0,6.37,3.03,45.0,45.0,49.0,33.0,48.0,25.0,57.0,70.0,56.0,56.0,45.0,3.0,1.93,23.0,40.0,8.0,2.71,1.0,2.0,5.0,3.0,7.0,5.94,2.93,1.28,2.57,2.98,1.0,16.0,5.0,11.0,4.1
G1876,251.0,574.0,246.0,17.0,135.0,896.0,80.0,383.0,55.0,403.0,456.0,393.0,500.0,367.0,384.0,545.0,454.0,455.0,319.0,333.0,687.0,115.0,3.19,185.0,582.0,14.0,24.0,34.0,12.0,199.0,124.0,181.0,9.26,68.0,32.0,3.0,10.0,1.0,975.0,225.0,299.0,331.0
G1877,3.85,2.0,2.96,1.66,7.9,10.0,7.18,3.75,2.78,1.38,3.29,3.78,8.6,6.92,2.0,3.24,1.0,7.55,7.43,8.12,3.0,4.71,6.83,1.0,8.96,9.32,2.39,9.61,9.93,7.05,2.0,4.88,1.08,3.0,4.62,4.0,19.0,6.0,2.0,9.76,9.18,4.41
G1878,915.0,2285.96,1034.96,95.31,683.0,3618.65,717.0,1896.68,256.0,1799.4,1810.38,2443.4,2380.88,2499.96,1643.46,2031.99,2731.43,1642.95,1455.22,1581.96,2530.86,367.68,5.16,860.4,1918.87,20.29,219.0,701.0,243.8,266.99,109.0,251.0,1.92,34.0,15.13,38.0,70.0,21.0,6640.24,1966.77,2008.48,1998.21
G1879,1049.0,1909.0,914.0,73.0,422.0,2695.0,381.0,1478.0,272.0,2126.0,1357.0,1813.0,2040.0,1010.0,1068.0,1878.0,1811.0,1715.0,1271.0,1997.0,4571.0,805.0,7.59,1211.0,3026.0,99.0,55.0,201.0,81.0,594.0,263.0,529.0,8.23,83.0,24.0,85.0,107.0,35.0,9552.0,1806.0,2310.0,1815.0
G1880,256.0,514.0,286.0,29.0,152.0,940.0,148.0,422.0,142.0,1136.0,454.0,573.0,795.0,530.0,482.0,479.0,652.0,687.0,597.0,790.0,701.0,90.0,3.66,279.0,688.0,21.0,41.0,106.0,42.0,143.0,57.0,134.0,1.9,20.0,5.0,7.0,10.0,5.0,2413.0,571.0,605.0,1085.0
