,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
G128,515.0,431.0,539.0,165.0,430.0,200.0,420.0,94.0,120.0,493.0,263.0,159.0,112.0,310.0,507.0,486.0,171.0,622.0,807.0,54.0,321.0,321.0,381.0,405.0
G129,502.0,484.0,228.0,134.0,131.0,97.0,320.9,100.0,141.0,137.0,139.0,143.0,3054.0,314.0,490.0,578.0,222.0,146.0,495.0,715.0,6.98,178.0,2321.0,467.0
G130,31.0,139.0,252.0,94.0,81.0,142.0,176.0,250.0,387.0,1055.0,229.0,416.0,107.0,41.0,59.0,135.0,10.0,18.0,234.0,4.76,29.0,5.0,641.0,7.0
G131,790.0,764.0,637.0,154.0,497.0,245.0,654.0,203.0,142.0,246.0,280.0,351.0,1214.0,293.0,596.0,947.0,856.0,521.0,1169.0,822.0,922.0,300.0,1269.0,1027.0
G132,867.0,788.0,753.0,96.0,836.0,873.0,735.0,285.0,179.0,298.0,317.0,395.0,671.0,690.0,797.0,475.0,1196.0,935.0,1201.0,1168.0,1395.0,641.0,934.0,1270.0
G133,7.0,21.0,35.0,20.0,23.0,26.0,22.0,12.0,25.0,4.0,5.0,8.0,39.0,1.29,39.0,19.0,5.0,8.41,6.77,101.0,2.73,7.85,7.21,2.0
G134,83.0,565.0,146.0,48.0,270.0,311.0,464.0,145.0,69.0,43.0,53.0,100.0,8.0,16.0,53.0,82.0,23.0,221.0,22.0,168.0,91.0,55.0,109.0,18.0
G135,90.0,122.0,122.0,53.26,50.0,174.0,83.0,210.0,85.0,197.0,237.0,193.0,165.0,74.0,52.0,56.0,336.0,627.0,219.0,1073.0,127.0,105.0,284.0,180.14
G136,233.42,743.98,433.82,826.0,291.83,693.0,219.19,102.0,1119.99,234.0,864.98,231.98,42.0,4.2,2.01,4.58,1.0,4.53,3.0,8.38,13.39,6.9,96.0,3.05
G137,8.96,9.41,7.2,1.0,9.62,9.6,8.32,3.26,8.91,9.37,1.5,6.73,2.79,9.0,4.46,9.49,3.97,2.3,1.23,2.76,5.86,7.08,6.91,3.0
G138,191.0,171.0,405.0,21.0,2828.0,1914.0,4108.0,504.0,1022.0,2051.0,1851.0,3957.0,2.0,7.07,13.0,6.48,1.54,3.76,5.53,4.7,7.03,3.07,13.0,5.33
G139,339.0,573.02,383.76,101.69,374.82,440.21,327.2,74.85,38.2,38.7,53.19,114.36,76.0,521.52,921.68,430.0,266.0,322.0,466.0,641.0,116.0,673.47,694.5,596.5
G140,219.58,820.8,248.77,243.98,227.42,582.28,595.48,66.0,225.38,84.0,136.0,146.0,23.0,146.1,312.0,135.0,72.0,209.11,167.0,323.0,189.0,307.0,392.0,1102.0
G141,6.15,3.3,4.11,9.0,5.12,6.54,3.23,8.34,2.05,8.66,5.91,1.5,9.3,1.39,2.16,4.55,8.09,5.38,5.97,2.59,1.64,1.04,1.0,8.2
G142,138.0,87.0,1501.0,222.0,235.0,247.93,1143.0,28.0,43.0,89.0,109.0,18.0,89.0,27.0,3983.0,270.0,63.0,406.0,135.0,290.0,109.0,41.0,169.0,96.0
G143,2623.0,6538.0,2829.0,801.0,4516.0,6304.0,2833.0,21274.0,3106.0,9998.0,35269.0,22712.0,4729.0,3077.0,6244.0,1873.0,5564.0,4338.0,1933.0,11514.0,12255.0,7832.0,8663.0,9035.0
G144,168.4,53.0,50.52,26.2,44.29,91.58,49.17,4.0,2.0,3.0,2.55,4.52,1.0,20.65,26.71,19.28,17.56,20.0,16.53,74.64,4.0,92.18,168.45,67.44
G2477,3.59,1.0,9.11,1.51,6.83,2.62,9.62,1.03,9.0,2.8,8.88,6.85,8.17,8.29,1.76,7.06,8.24,3.17,4.97,3.24,1.0,6.82,4.78,50.0
G146,233.0,198.0,227.0,95.0,188.0,284.0,164.0,193.0,171.0,118.0,159.0,110.0,130.0,110.0,322.0,145.0,81.0,335.0,217.0,421.0,955.0,394.0,785.0,600.0
G147,2.0,5.78,59.0,7.67,13.0,66.0,12.0,1.0,7.01,1.0,4.0,6.0,9.55,26.0,24.0,5.0,2.0,197.0,99.0,8.0,2.0,5.3,49.0,1.31
G148,1.0,36.0,20.0,52.0,10.0,7.0,4.39,1.0,5.0,1.0,31.0,1.0,2.0,3.0,503.0,4.0,3.03,7.42,7.87,22.0,7.77,1.75,5.0,9.79
G149,1066.0,895.0,2156.0,348.0,360.0,888.0,625.0,154.0,108.0,525.0,517.0,964.0,421.0,1139.0,3241.0,732.0,187.0,1005.0,1043.0,810.0,1302.0,1526.0,1251.0,2347.0
G150,3.73,15.82,1.5,1.2,10.61,7.02,2.0,2.48,0.12,8.06,9.5,1.0,9.77,1.89,9.84,6.6,6.14,16.26,9.21,1.9,1.51,9.1,2.91,7.88
G151,727.9,705.73,1048.45,185.76,1623.02,1062.36,1014.83,215.81,153.6,178.01,192.43,197.16,199.87,282.17,347.23,530.69,348.21,1653.96,343.39,1581.02,373.57,327.55,1924.51,1043.31
G152,481.0,215.0,351.0,33.0,435.0,252.0,185.0,49.0,10.0,43.0,33.0,73.0,41.0,89.0,259.0,256.0,125.0,325.0,40.0,129.0,83.0,41.0,89.0,275.0
G153,8.84,5.42,5.37,6.83,2.15,5.92,1.34,5.38,3.0,8.6,1.0,6.09,3.15,4.72,2.18,2.1,7.66,1.63,3.64,9.26,9.97,7.89,8.42,3.78
G154,869.0,469.0,338.0,94.0,760.0,417.0,371.0,134.0,101.0,146.0,176.0,192.0,37.0,186.0,257.0,119.0,101.0,86.0,73.0,38.0,67.0,451.0,165.0,403.0
G155,132.0,195.0,201.0,31.0,132.0,110.0,116.0,64.0,56.0,70.0,57.0,73.0,196.0,269.0,214.0,272.0,307.0,142.0,227.0,449.0,366.0,96.0,481.0,486.0
G156,1397.0,2462.0,1387.0,351.0,993.0,1276.0,1323.0,823.0,837.0,1522.0,961.0,1595.0,1443.0,858.0,1865.0,1744.0,1032.0,2889.0,1354.0,1871.0,2959.0,615.0,1916.0,1908.0
G157,543.0,157.0,445.0,58.0,222.0,105.0,139.0,25.0,26.0,29.0,25.0,17.0,147.0,54.0,86.0,321.0,48.0,228.0,93.0,130.0,94.0,8.16,299.0,2.79
G158,1764.0,3361.0,2606.0,232.0,1926.0,2155.0,921.0,913.0,198.0,828.0,833.0,904.0,753.0,2129.0,2438.0,903.0,2302.0,1104.0,1807.0,1564.0,4235.0,2022.0,1670.0,4579.0
G159,545.23,515.0,242.94,274.66,249.82,890.32,399.07,127.0,171.71,187.0,253.0,247.0,244.0,404.53,757.0,435.0,225.0,308.17,390.11,170.0,422.0,554.0,311.0,776.0
G160,147.0,385.0,139.0,96.0,155.0,190.0,171.0,85.0,38.0,57.0,80.0,99.0,205.0,483.0,716.0,395.0,702.0,419.0,970.0,757.0,1.0,240.0,411.0,411.0
G161,371.0,1095.0,494.0,163.0,1084.0,2032.0,277.0,124.0,55.0,14.0,122.0,160.0,258.0,1068.0,1017.0,740.0,1369.0,1665.0,620.0,974.0,14.0,4.0,1059.0,1679.0
G162,17.0,6.0,38.0,43.0,6.0,19.0,23.0,5.0,16.0,7.0,8.0,4.0,2.0,4.87,3.19,1.0,5.84,2.24,5.16,6.25,4.75,3.68,15.0,3.81
G163,114.0,135.0,102.0,34.0,31.0,24.0,56.0,25.0,44.0,10.0,30.0,13.0,675.0,641.0,518.0,339.0,338.0,94.0,762.0,374.0,3924.0,58.0,967.0,578.0
G164,1692.24,1345.6,2635.83,532.64,625.42,1777.85,2161.53,157.0,363.0,193.0,332.0,265.0,2379.17,3725.31,3657.3,4396.2,1221.8,3013.09,9325.13,1876.72,2287.82,1729.0,7653.05,4712.0
G165,313.0,336.0,415.0,96.0,123.0,283.0,185.0,45.0,43.0,46.0,89.03,66.0,211.0,384.0,839.0,329.0,367.0,172.0,330.0,604.0,231.0,464.0,688.0,263.0
G166,808.2,1134.0,682.99,251.0,558.98,940.98,871.78,93.0,77.0,59.0,117.0,170.0,192.0,265.0,404.0,670.0,190.0,767.88,880.69,332.0,202.0,488.0,702.0,680.0
G167,9.99,18.8,23.93,6.92,3.43,6.5,8.41,4.35,5.02,6.83,7.23,7.43,9.23,4.53,4.54,2.67,3.96,6.05,7.18,4.55,7.58,3.03,6.65,5.05
G168,682.0,418.0,1042.0,12.0,383.0,215.0,270.0,33.0,22.0,27.0,15.0,14.0,559.0,530.0,60.0,330.0,26.0,127.0,81.0,118.0,80.0,5.32,428.0,71.0
G169,5.0,16.0,8.0,1.0,11.0,22.0,15.0,2.0,2.0,4.0,1.86,1.0,6.95,3.89,1.14,5.2,7.97,7.4,3.8,6.52,9.27,14.0,3.77,7.0
G170,618.67,450.64,585.2,271.94,842.13,574.24,535.72,68.85,45.0,84.99,136.24,100.0,209.98,496.73,784.85,457.13,627.46,556.0,558.16,558.0,171.08,566.56,1315.31,2141.0
G171,730.0,206.0,1929.0,197.0,1398.0,391.0,1065.0,39.0,58.0,47.0,40.0,85.0,195.0,450.0,1267.0,575.0,636.0,1403.0,285.0,728.0,241.0,390.0,514.0,895.0
G172,904.67,1201.7,697.33,455.53,655.46,2145.94,999.74,808.79,1388.76,437.92,803.05,791.06,419.12,702.78,1575.95,747.14,609.69,1132.0,379.0,729.2,665.03,1588.87,1573.43,1802.76
G173,8643.0,4100.0,6344.0,1898.0,4223.0,5129.0,3246.0,548.0,4114.0,748.0,6273.0,2604.0,2079.0,750.0,2139.0,1859.0,1053.0,4115.0,3049.0,3035.0,1486.0,3390.0,2015.0,2148.0
G174,4196.0,7364.0,11663.0,1426.0,11293.0,6204.0,11179.0,7202.0,5608.0,11667.0,3675.0,7464.0,929.0,2382.0,11688.0,5939.0,1431.0,14680.0,4351.0,7963.0,4566.0,5277.0,15536.0,7382.0
G175,536.03,770.66,463.53,261.08,458.36,1042.36,394.98,299.95,212.15,532.65,481.2,463.87,227.78,757.2,1254.16,662.35,387.5,426.87,333.04,548.41,297.84,485.16,637.08,1705.85
G176,7027.0,30276.0,13712.0,2868.0,7478.0,6271.0,13127.0,10748.0,8162.0,8408.0,5448.0,10757.0,6209.0,6966.0,9151.0,9764.0,5624.0,14748.0,23181.0,16019.0,11791.0,4815.0,10445.0,16566.0
G177,456.0,289.0,540.0,95.0,110.0,108.0,220.0,284.0,123.0,242.0,226.0,332.0,1273.0,214.0,855.0,670.0,408.0,245.0,637.0,1038.0,579.0,266.0,974.0,490.0
G178,114.0,51.0,32.0,65.0,26.0,43.0,43.0,3.0,9.0,18.0,16.0,21.0,56.0,36.0,145.0,18.0,76.0,67.0,116.0,56.0,29.0,33.0,91.0,105.0
G179,526.77,330.58,881.29,175.8,485.0,348.0,462.42,107.0,128.0,234.0,172.0,227.0,35.0,85.0,146.0,228.0,42.0,557.0,69.0,218.0,199.0,250.27,127.0,52.0
G180,12.0,1252.0,45.0,7.0,28.0,3.0,26.0,3.0,2.0,4.0,3.0,2.0,1.0,7.0,1.0,1.94,20.0,6.23,36.0,3.7,4.0,5.41,8.0,9.38
G181,454.1,575.88,1510.83,74.84,165.04,228.94,304.81,137.26,198.0,78.92,185.47,144.0,422.95,138.21,695.76,434.96,271.05,204.58,611.59,258.3,424.47,317.33,487.65,310.0
G182,210.0,190.0,571.0,198.0,111.0,162.0,213.0,69.0,254.0,138.0,165.0,134.0,471.0,6.0,874.0,612.0,11.0,85.0,9.67,9.95,40.0,1.0,616.0,7.29
G183,372.0,163.0,232.0,143.0,187.0,212.0,368.0,39.0,59.0,93.0,105.0,100.0,137.0,155.0,275.0,87.0,123.0,139.0,197.0,33.0,167.0,240.0,373.0,319.0
G184,1047.0,995.0,2230.0,292.0,1201.0,872.0,1030.0,223.0,116.0,144.0,220.0,372.0,108.0,198.0,641.0,663.0,168.0,2103.0,803.0,1036.0,266.0,416.0,1475.0,1181.0
G185,100.0,10.0,38.0,8.6,17.0,1.0,12.0,7.0,2.0,1.0,4.0,6.27,3.0,12.0,3.34,6.17,2.0,3.0,22.0,53.0,7.0,136.0,31.0,99.0
G186,32.0,134.0,74.0,274.0,133.0,141.0,81.0,11.0,6.0,16.0,11.0,17.0,7.0,20.0,133.0,69.0,98.0,60.0,33.0,251.0,13.0,254.0,344.0,596.0
G187,43.0,4.0,113.0,163.0,473.0,12781.0,8.0,685.0,16.0,4284.0,601.0,340.0,144.0,188.0,4507.0,31.0,274.0,2394.0,1.0,2740.0,38.0,352.0,5196.0,53.0
G188,158.0,389.78,215.0,103.0,195.49,379.05,246.66,91.0,152.0,114.52,130.86,137.62,83.0,37.0,200.0,167.0,89.0,108.0,149.0,368.0,198.0,71.0,44.0,81.0
G189,30.0,93.0,367.0,276.0,61.0,85.0,42.0,7.0,62.0,34.0,510.0,179.0,5.0,48.0,14.0,8.61,4.0,78.0,42.0,4.7,134.0,12.0,68.0,4.84
G190,7.0,32.0,11.0,4.0,202.0,1.0,25.0,8.2,2.0,7.0,2.0,7.0,23.0,99.0,831.0,12.0,88.0,1.0,40.0,8.65,3.0,4.0,49.0,337.0
G191,247.0,1984.0,1823.0,850.0,512.0,1342.0,1003.0,166.0,248.0,238.0,262.0,301.0,611.0,414.0,1208.0,3740.0,547.0,1824.0,1675.0,2138.0,931.0,459.0,2891.0,374.0
G192,54.0,239.0,133.0,34.0,171.0,244.0,174.0,84.0,76.0,124.0,94.0,196.0,359.0,300.0,890.0,410.0,533.0,348.0,534.0,382.0,443.0,109.0,476.0,651.0
G193,6851.0,610.0,2419.0,134.0,231.0,295.0,289.0,111.0,80.0,107.0,189.0,164.0,4472.0,281.0,741.0,504.0,329.0,200.0,618.0,217.0,554.0,417.0,425.0,510.0
G194,598.0,1504.0,1101.0,94.0,270.0,1069.0,233.0,247.0,90.0,97.0,134.0,185.0,1074.0,646.0,899.0,599.0,712.0,2378.0,341.0,1670.0,2501.0,302.0,434.0,788.0
G195,675.29,612.67,1074.12,45.09,246.3,488.66,200.84,94.0,106.0,85.39,112.66,128.0,1044.78,552.0,324.13,931.29,683.36,1544.98,695.0,436.28,1297.69,457.39,2163.01,2053.33
G196,2589.76,6211.08,3791.62,571.13,1724.32,2322.32,2479.58,8015.96,2714.37,22970.96,14708.99,9727.94,3267.7,2999.46,3487.74,5040.09,1845.75,5011.44,3289.91,22745.41,21914.01,3161.63,10799.88,21548.14
G197,644.0,1993.0,1116.0,239.0,459.0,1497.0,793.0,75.0,210.0,177.0,269.0,348.0,320.0,291.0,956.0,214.0,550.0,818.0,1467.0,189.0,1285.0,557.0,1656.0,637.0
G198,625.0,244.0,487.0,59.0,285.0,123.0,353.0,18.0,27.0,19.0,27.0,61.0,55.0,330.0,453.0,162.0,83.0,111.0,502.0,277.0,73.0,156.0,431.0,902.0
G199,657.0,171.0,509.0,161.0,380.0,283.0,524.0,29.0,133.0,69.0,141.0,146.0,307.0,202.0,542.0,162.0,668.0,1420.0,655.0,165.0,208.0,71.0,596.0,556.0
G200,1239.0,1039.0,1507.0,157.0,559.0,1332.0,689.0,308.0,133.0,550.0,262.0,331.0,916.0,475.0,705.0,321.0,245.0,717.0,671.0,677.0,602.0,1906.0,832.0,675.0
G201,412.0,307.0,277.0,106.0,210.0,317.0,347.0,43.0,28.0,66.0,84.0,79.0,300.0,597.0,708.0,423.0,527.0,416.0,666.0,484.0,261.0,430.0,911.0,463.0
G202,272.0,504.0,432.0,92.0,225.0,323.0,167.0,42.0,31.0,18.0,33.0,51.0,44.0,501.0,1036.0,260.0,147.0,302.0,287.0,607.0,221.0,318.0,950.0,910.0
G203,664.0,253.0,1157.0,120.0,1302.0,1147.0,1401.0,376.0,271.0,584.0,334.0,284.0,927.0,771.0,946.0,1032.0,3698.0,1789.0,610.0,1970.0,5184.0,552.0,1686.0,1193.0
G204,119.73,481.33,128.23,52.64,350.11,295.02,142.94,61.0,89.5,83.0,21.0,37.29,13.17,273.99,111.13,96.69,228.97,104.88,203.93,251.59,439.16,1347.72,225.42,825.47
G205,233.76,100.95,313.03,149.08,123.76,139.08,209.78,79.19,67.64,72.34,84.17,79.34,121.78,47.32,134.76,225.83,105.87,146.11,63.28,230.47,170.55,29.58,21.62,1.69
G206,19.0,143.0,69.0,219.0,141.0,219.0,174.0,32.0,172.0,40.0,117.0,179.0,1.57,4.65,38.0,6.56,3.95,5.5,48.0,24.0,2.83,8.17,31.0,2.86
G207,293.51,149.62,254.98,78.94,108.54,83.59,242.0,23.3,44.44,59.09,60.34,19.0,87.38,42.0,304.24,190.09,46.0,92.0,107.48,44.0,162.91,169.0,85.0,29.0
G208,1129.0,390.0,486.0,64.0,532.0,430.0,395.0,54.0,38.0,33.0,38.0,73.0,36.0,110.0,83.0,90.0,30.0,179.33,121.0,199.0,46.0,361.0,125.0,128.0
G209,803.94,220.0,1791.97,261.87,326.91,336.96,279.0,15.71,10.0,22.0,13.0,28.0,14.0,118.0,366.0,266.0,62.0,561.0,239.0,293.0,43.0,684.0,212.0,291.0
G210,200.72,139.86,295.45,59.0,170.0,245.88,127.0,23.5,10.89,11.14,23.0,13.0,60.54,89.89,14.86,153.0,45.01,260.0,71.0,1.0,32.7,141.76,28.23,302.27
G211,1.0,8.0,5.0,41.0,13.0,5.0,6.0,15.0,38.0,144.0,269.0,35.0,2.27,11.0,246.0,5.24,9.05,8.18,2.08,5.73,9.69,2.75,68.0,14.0
G212,1.5,6.0,2.94,15.0,7.17,3.0,1.0,5.94,4.0,4.0,10.0,17.0,1.52,4.82,4.81,3.71,2.92,8.86,9.62,1.21,6.0,1.0,8.79,2.82
G213,13.0,8.0,161.0,11.0,2.0,25.0,4.0,2.0,49.0,17.0,87.0,12.0,156.0,1.0,52.0,5.42,3.0,2.0,1.83,5.88,2.16,8.31,12.0,6.34
G214,4.02,2.0,5.0,7.31,7.93,4.0,2.0,1.65,2.0,5.78,1.0,2.84,3.07,1.07,7.28,1.0,2.65,6.04,4.86,6.78,1.88,3.15,83.0,6.45
G215,10.0,4.0,18.0,3.0,14.0,20.0,19.0,1.0,5.0,1.0,14.0,18.0,1.69,5.21,1.0,4.38,5.62,7.29,1.74,3.35,1.0,3.56,37.0,7.5
G216,3295.0,838.0,1178.0,386.0,312.0,456.0,988.0,93.0,107.0,79.0,162.0,237.0,133.0,241.0,914.0,288.0,252.0,177.0,672.0,904.0,53.0,239.0,2223.0,655.0
G217,565.0,45.0,122.0,62.0,88.0,59.0,176.0,28.0,26.29,50.53,39.24,65.44,96.67,164.81,392.0,168.37,59.54,69.0,65.72,151.55,117.74,162.15,336.12,863.0
G218,2191.0,2989.0,1587.0,423.0,2421.0,2072.0,1362.0,920.0,223.0,786.0,463.0,793.0,1125.0,612.0,2272.0,2169.0,3052.0,4621.0,2267.0,6377.0,2060.0,2365.0,2862.0,4558.0
G219,10.0,116.0,114.0,24.0,93.0,244.0,56.0,60.0,19.0,9.0,63.0,47.0,2.0,53.0,12.0,46.0,177.0,81.0,7.96,156.0,20.0,135.0,245.0,109.0
G220,18.0,113.0,28.0,57.0,17.0,35.0,100.0,21.0,36.0,9.0,16.0,16.0,2.0,14.0,3.45,1.5,2.36,7.92,5.71,1.0,4.0,19.0,1.0,7.0
G221,13566.0,7162.0,11955.0,4357.0,20125.95,18224.99,28971.0,6114.0,5193.0,12721.0,4620.0,5774.0,2946.0,6129.0,9277.0,12288.0,1479.0,59648.0,11993.0,6482.0,20630.0,5831.0,13151.0,12384.0
G222,1.4,1.0,3.91,9.35,3.0,2.0,1.0,8.22,5.19,3.65,7.1,2.15,8.45,6.33,2.5,2.55,5.73,6.67,5.0,1.61,1.18,7.8,5.92,1.78
G223,122.0,106.0,421.0,26.0,164.0,131.0,77.0,15.0,6.0,5.0,7.0,2.0,15.0,85.0,106.0,166.0,10.0,92.0,6.97,41.0,9.0,1.86,100.0,4.91
G224,964.0,1430.0,1351.0,641.0,2878.0,1315.0,1416.0,3183.0,405.0,2379.0,624.0,945.0,1250.0,1187.0,1387.0,2790.0,1999.0,1901.0,1777.0,3201.84,2605.0,1817.0,1087.23,1733.0
G225,1.12,5.96,9.29,8.51,1.0,9.04,1.0,9.64,5.53,3.6,8.92,3.48,6.1,8.21,8.03,9.63,5.79,7.12,4.49,9.72,8.62,1.0,8.52,2.38
G226,1.4,2.15,1.17,1.0,2.72,9.83,3.27,8.95,9.79,6.47,7.52,7.61,1.84,1.38,3.41,2.68,5.1,8.17,4.68,9.51,1.0,3.26,6.58,9.09
G227,371.0,241.0,429.0,366.0,240.0,752.0,317.0,93.0,158.0,274.0,550.0,298.0,289.0,287.0,1108.0,420.0,373.0,673.0,501.0,945.0,235.0,374.0,1063.0,663.0
G228,29.0,89.0,147.0,203.0,81.0,84.0,218.0,23.0,66.0,106.0,100.0,81.0,165.0,38.0,197.0,94.0,216.0,41.0,428.0,6.54,228.0,77.0,68.0,118.0
G229,3.81,13.0,9.27,5.46,5.41,3.0,3.45,6.44,4.24,2.31,9.12,2.38,1.75,9.26,5.0,7.63,2.0,1.19,3.24,9.0,1.14,5.0,1.0,2.71
G230,658.0,643.0,628.0,87.0,339.0,457.0,261.0,105.0,51.0,89.0,122.0,126.0,363.0,444.0,526.0,824.0,403.0,810.0,268.0,45.0,543.0,214.0,692.0,217.0
G231,427.0,743.0,576.0,145.0,679.0,568.0,426.0,428.0,187.0,483.0,287.0,452.0,251.0,428.0,225.0,285.0,513.0,552.0,430.0,619.0,496.0,357.0,450.0,460.0
G232,27.0,230.0,30.0,28.0,93.0,315.0,98.0,31.0,33.0,43.0,79.0,86.0,89.0,229.0,357.0,92.0,143.0,48.0,100.0,63.0,123.0,158.0,118.0,290.0
G233,315.84,180.17,77.46,25.9,265.63,116.11,103.72,36.12,27.11,17.14,42.06,20.1,41.9,187.06,149.18,51.07,235.24,27.69,143.0,96.3,119.78,101.0,105.05,57.0
G234,25.0,57.0,48.0,82.0,90.0,196.0,18.0,4.0,21.0,19.0,168.0,16.0,3.0,3.0,20.0,5.0,13.0,8.0,13.0,1.0,8.0,1.0,54.0,4.98
G235,623.85,136.29,176.61,36.0,128.0,101.52,107.31,53.74,21.52,32.0,80.86,43.93,239.31,116.35,140.98,162.95,359.58,101.0,148.15,509.39,245.26,252.15,888.69,807.54
G236,272.21,602.41,656.48,147.15,1127.32,826.0,741.48,41.0,15.65,34.88,53.0,73.29,151.83,337.62,149.0,766.63,1000.93,1919.81,1165.3,1263.96,125.0,99.0,1478.23,956.51
G237,229.0,1119.0,1350.0,610.0,219.0,422.0,1634.0,66.0,703.0,76.0,290.0,182.0,66.0,30.0,899.0,315.0,10.0,235.0,7.0,59.0,13.0,8.71,11.0,8.49
G238,366.0,177.0,77.0,36.0,47.0,63.0,20.0,4.0,8.0,7.0,19.0,8.0,10.0,11.0,10.0,29.0,31.0,45.0,80.0,17.0,2.92,178.0,166.0,204.0
G239,89.0,40.0,72.0,7.0,32.0,13.0,38.0,38.0,80.0,92.0,64.0,33.0,79.0,13.0,8.0,64.0,1.0,12.0,13.0,49.0,8.39,6.01,5.0,29.0
G240,1201.0,1214.0,912.0,179.0,529.0,875.0,381.0,370.0,208.0,413.0,264.0,448.0,2948.0,1468.0,2276.0,838.0,1495.0,803.0,546.0,2353.0,1052.0,1327.0,1357.0,2552.0
G241,263.0,93.0,164.0,96.46,68.0,114.0,70.0,4.0,18.0,9.0,11.0,16.0,14.0,13.0,86.0,45.0,16.0,46.0,22.0,105.0,13.0,548.0,202.0,362.0
G242,58.0,175.0,149.0,199.0,351.0,169.0,287.0,40.0,69.0,46.0,39.0,110.0,45.0,173.0,620.0,57.0,229.0,70.0,145.0,228.0,95.0,124.0,138.0,287.0
G243,53.0,52.0,31.0,14.0,77.0,80.0,55.0,3.0,1.0,4.0,6.0,5.4,6.0,16.0,42.0,21.0,20.0,46.0,22.0,59.0,2.0,31.0,122.0,52.0
G244,5.53,9.38,1.24,9.65,4.19,3.0,2.0,3.45,6.12,2.0,5.94,1.0,3.32,6.31,6.0,6.19,6.6,3.29,4.37,5.41,5.39,2.43,9.76,7.36
G245,201.0,373.0,1061.0,405.0,787.0,2670.0,817.0,96.0,235.0,110.0,360.0,422.0,15.0,70.0,282.0,15.0,59.0,1112.0,104.0,203.0,320.0,41.0,528.0,411.0
G246,427.0,92.0,1056.0,86.0,64.0,45.0,104.0,11.0,48.0,12.0,57.0,37.0,1377.0,1370.0,869.0,842.0,167.0,333.0,1488.0,121.0,2909.0,45.0,405.0,1516.0
G247,574.0,472.0,563.0,152.0,137.0,239.0,209.0,93.0,88.0,146.0,161.0,163.0,577.0,484.0,362.0,247.0,197.0,106.0,172.0,578.0,849.0,409.0,825.0,513.0
G248,126.0,207.84,247.47,75.4,782.8,712.18,1386.36,337.61,802.58,1521.73,580.16,1776.15,2.0,6.53,17.85,43.0,1.0,41.0,4.0,5.39,10.0,28.0,1970.81,5.92
G249,427.0,613.0,369.0,125.0,375.0,268.0,227.0,140.0,139.0,189.0,238.0,255.0,453.0,287.0,383.0,283.0,543.0,325.0,212.0,560.0,591.0,316.0,444.0,307.0
G250,3.0,20.0,81.53,1.0,9.0,4.0,33.0,2.0,6.0,8.0,10.0,10.0,5.24,9.0,30.0,40.0,1.0,6.55,5.19,9.11,4.1,9.67,28.0,7.83
G251,581.0,109.0,448.0,468.0,99.0,66.0,589.0,22.0,115.0,81.0,288.0,112.0,158.0,583.0,4006.0,1222.0,649.0,1467.0,1333.0,2128.0,989.0,1567.0,538.0,1934.0
G252,249.0,454.0,140.0,105.0,288.0,410.0,252.0,100.0,133.0,124.0,141.0,143.0,183.0,273.0,297.0,261.0,205.0,240.0,331.0,184.0,460.0,543.0,368.0,837.0
G253,7.4,27.72,17.61,22.53,11.17,4.62,10.53,1.22,1.18,1.97,7.75,1.0,6.15,8.4,3.57,14.94,4.52,7.19,1.93,2.44,6.79,4.76,3.27,7.89
G254,18.0,84.0,61.0,162.0,90.0,100.0,204.0,65.0,134.0,166.0,413.0,329.0,1.0,1.0,11.0,8.85,2.88,9.8,4.0,4.72,9.69,2.53,439.0,7.75
G255,39.0,8.84,1.0,4.0,2.0,1.0,2.0,9.69,6.95,7.6,4.36,1.0,5.0,6.8,6.16,3.78,3.67,1.0,1.96,5.04,2.0,8.45,3.88,9.65
G256,5380.0,5916.0,4664.0,1073.0,3642.0,4299.0,3901.0,2085.0,1292.0,3340.0,2111.0,3186.0,5214.0,4563.0,8225.0,7835.0,3621.0,7346.0,5758.0,7754.0,5662.0,4494.0,8802.0,8488.0
G257,451.0,1245.0,594.0,160.0,578.0,1335.0,1271.0,314.0,592.0,30.0,390.0,567.0,816.0,195.0,2498.0,2074.0,365.0,808.0,2.39,1504.0,80.0,2.72,5791.0,994.0
G258,562.0,218.0,115.0,86.0,725.0,692.0,530.0,2692.15,88.0,523.0,531.0,696.0,499.0,292.0,667.0,861.0,97.0,691.0,1073.0,176.0,2082.0,262.0,480.0,1116.0
G259,12.0,4.0,6.0,32.0,11.0,31.0,12.0,3.0,4.33,2.0,11.0,3.0,1.0,1.0,8.11,9.25,7.0,2.74,4.23,9.79,1.0,4.51,5.44,7.37
G260,5.0,3.16,3.0,5.0,3.0,4.0,3.68,2.0,3.0,4.0,3.0,1.66,7.0,8.46,2.0,1.35,5.13,2.57,8.61,1.0,9.0,6.69,1.57,1.14
G261,473.0,261.0,254.0,96.0,273.0,104.0,44.0,26.0,30.0,33.0,52.0,212.0,232.0,255.0,186.0,51.0,181.0,13.0,4.0,3.0,60.0,47.0,75.0,460.0
G262,85.0,343.53,55.0,45.24,67.92,180.0,111.0,70.0,62.91,83.0,115.95,201.35,90.0,445.0,702.0,106.0,143.82,38.0,139.0,55.0,195.9,128.0,337.0,583.0
G263,163.08,64.11,64.22,15.1,60.53,31.24,40.0,17.48,26.94,89.59,45.33,66.87,6.56,91.44,75.03,5.11,76.08,2.16,29.7,22.57,67.3,50.0,12.96,183.43
