G2460,G304,-1
G2460,G1215,1
G362,G304,1
G362,G1921,-1
G362,G718,-1
G362,G833,1
G362,G939,1
G362,G2119,1
G362,G826,1
G362,G2035,1
G362,G2035,-1
G362,G1219,1
G362,G1311,1
G568,G2477,1
G568,G577,-1
G568,G1263,1
G568,G1293,1
G568,G1293,-1
G568,G1243,1
G568,G1196,1
G568,G1094,1
G568,G1111,1
G568,G2404,1
G642,G568,1
G642,G2226,-1
G642,G241,-1
G642,G112,-1
G642,G1585,-1
G1437,G1993,-1
G1753,G1660,-1
G1160,G1325,-1
G1160,G1174,-1
G1160,G1058,-1
G1160,G1215,-1
G1160,G29,1
G1160,G759,-1
G1160,G213,-1
G1160,G824,-1
G406,G603,1
G406,G2030,1
G406,G2053,-1
G406,G619,1
G406,G1490,-1
G406,G1955,1
G406,G535,1
G1834,G1363,1
G1834,G2224,-1
G1834,G1325,1
G1834,G1325,-1
G1834,G825,1
G1834,G272,1
G1834,G1117,-1
G1834,G1575,-1
G1834,G1527,1
G1834,G348,1
G1834,G99,-1
G1834,G1880,1
G1834,G1527,1
G1834,G939,1
G1834,G939,-1
G1834,G2054,-1
G1834,G1416,-1
G1834,G1802,1
G1834,G1948,-1
G1834,G1404,1
G1834,G394,1
G1834,G1316,1
G1834,G158,1
G1834,G24,1
G1834,G386,1
G1834,G1290,1
G1834,G2035,1
G1834,G1877,1
G1834,G766,1
G1834,G1327,1
G1834,G1327,-1
G1834,G2144,-1
G1834,G1907,1
G1834,G619,-1
G1834,G1773,1
G1834,G2351,-1
G1834,G1967,1
G1834,G1926,1
G1834,G213,-1
G1834,G1955,-1
G1834,G284,-1
G1834,G2345,-1
G1834,G1641,1
G1834,G2064,1
G1834,G480,1
G1834,G2116,1
G1834,G1737,-1
G1834,G471,-1
G1834,G1667,-1
G1834,G690,1
G1834,G79,-1
G1834,G1758,-1
G1834,G2197,1
G1834,G439,-1
G768,G1292,1
G1355,G577,1
G1355,G512,-1
G1355,G920,-1
G1355,G1293,1
G1355,G1243,1
G1355,G1048,1
G1355,G1868,-1
G1355,G399,1
